,sentence,start,end
0,"I guess I have reached yet another ""ceiling"" - 49.7%, with four people. My highest Reuters poll yet! Thank you! https://t.co/k5Ft585Arp",0,135
1,Do you believe that Hillary Clinton now wants Obamacare for illegal immigrants? She should spend more time taking care of our great Vets!,136,273
2,"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.",274,417
3,Thank you Arizona- I love you! #MakeAmericaGreatAgain #Trump2016 https://t.co/fTzaIvTX9b,418,506
4,Join me tomorrow! #Trump2016 #MakeAmericaGreatAgain https://t.co/1Yak4I5B7b,507,582
5,Mitt Romney is a mixed up man who doesn't have a clue. No wonder he lost!,583,656
6,"Failed Presidential Candidate Mitt Romney was campaigning with John Kasich &amp; Marco Rubio, and now he is endorsing Ted Cruz. 1/2",657,788
7,"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted Cruz. This is good for me!",789,927
8,"Going to Salt Lake City, Utah, for a big rally. Lyin' Ted Cruz should not be allowed to win there - Mormons don't like LIARS! I beat Hillary",928,1068
9,"Club for Growth letter- trying to extort $1,000,000.00 from me. Remember, I said- NO! https://t.co/suIfdiMg0Q",1069,1178
10,"Club For Growth tried to extort $1,000,000 from me. When I said NO, they went hostile with negative ads. Disgraceful!",1179,1296
11,"With millions of dollars of negative and phony ads against me by the establishment, my numbers continue to go up. Can anyone explain this?",1297,1435
12,.@EWErickson got fired like a dog from RedState and now he is the one leading opposition against me.,1436,1536
13,Senator @LindseyGrahamSC made horrible statements about @SenTedCruz – and then he endorsed him. No wonder nobody trusts politicians!,1537,1669
14,Lyin' Ted Cruz lost all five races on Tuesday-and he was just given the jinx - a Lindsey Graham endorsement. Also backed Jeb. Lindsey got 0!,1670,1810
15,"Join us in Salt Lake City, Utah- tonight! #MakeAmericaGreatAgain #Trump2016 https://t.co/1cJ7OFbQiz",1811,1910
16,Hillary Clinton has been involved in corruption for most of her professional life!,1911,1993
17,MAKE AMERICA GREAT AGAIN!,1994,2019
18,Who should star in a reboot of Liar Liar- Hillary Clinton or Ted Cruz? Let me know. https://t.co/ESdiEftWGs,2020,2127
19,Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!,2128,2262
20,Looking like my 5 victories on Tuesday will be just as good as if I won Ohio. Two more days and Ohio was mine!,2263,2373
21,See you in Arizona on Friday and Saturday. https://t.co/HiOhRaTMbm,2374,2440
22,"Please explain to the dummies at the @WSJ Editorial Board that I love to debate and have won, according to Drudge etc., all 11 of them!",2441,2576
23,".@WSJ is bad at math. The good news is, nobody cares what they say in their editorials anymore, especially me!",2577,2687
24,".@WSJ Editorial says ""Clinton primary vote total is 8,646,551.Trump's is 7,533,692""-a knock. But she had only 3 opponents-I had 16.Apologize",2688,2828
25,The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!,2829,2968
26,Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!,2969,3108
27,Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating,3109,3249
28,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,3250,3385
29,"Stuart Stevens, the failed campaign manager of Mitt Romney's historic loss, is now telling the Republican Party what to do with Trump. Sad!",3386,3525
30,I will be interviewed on The O'Reilly Factor this evening at 8 pm on the Fox News Channel. @oreillyfactor,3526,3631
31,"Thank you, Missouri! #Trump2016 https://t.co/iOzGtcBbia",3632,3687
32,"Wow, just won Missouri!",3688,3711
33,"I can skate here ONLY b/c @realdonaldtrump fixed this rink after NYC gov’t spent $13M, but FAILED! Good for Trump! https://t.co/BjKs0RQCNy",3712,3850
34,"I am making a big speech the night of the @FoxNews debate, but I wish everyone well. Yesterday was a big day for me with 5 wins!",3851,3979
35,"Thank you to the Governor of Florida, Rick Scott, for your endorsement. I greatly appreciate your support!",3980,4086
36,"In the last 2 weeks, I had $35M of negative ads against me in Florida &amp; I won in a massive landslide.The establishment should save their $$!",4087,4231
37,Yesterday was amazing—5 victories. Lyin’ Ted Cruz had zero. Things are going very well!,4232,4319
38,Is this what we want for a President? https://t.co/2yYy6Nyta9,4320,4381
39,.@RepTomMarino Great job on television this morning. Glad to have you on my side!,4382,4463
40,"""@FoxBusiness: .@RepTomMarino: I think @realDonaldTrump can beat HillaryClinton. And I'm looking forward to Trump being president.",4464,4594
41,.@pastormarkburns You were great last night and we all very much appreciate it! Thank you!,4595,4685
42,I will be interviewed on @foxandfriends at 8:30 A.M. ENJOY!,4686,4745
43,Will be interviewed on @Morning_Joe at 7:40. ENJOY!,4746,4797
44,Will be interviewed on @NewDay on @CNN at 7:15 A.M.,4798,4849
45,Will be interviewed on @GMA at 7:00 A.M. Big wins last night!,4850,4911
