,sentence,start,end
0,"Praising some of the world's most notorious, brutal dictators should be a red flag for a presidential candidate. https://t.co/AsEnrWw83w",0,136
1,"“Dejó a un lado su agenda personal y emociones por una causa mayor y servir al país""—presidente Obama sobre Hillary. https://t.co/yW9xPKX2fj",137,277
2,"""They picked a nominee whose only plan is to build a higher wall."" —@POTUS on @realDonaldTrump's dangerous policies https://t.co/N3PAI3chgE",278,417
3,"""Her way of dealing with the stories she hears is not just to repeat the story but to do something about the story."" https://t.co/jje8cWi5Ep",418,558
4,PA's Senate is voting on a restrictive anti-abortion bill—HB 1948. Call your legislator &amp; urge them to vote NO now: https://t.co/YXTGZP62Hi,559,702
5,"""Hillary Clinton...has worked to improve the lives of Americans her entire adult life."" —@USProgressives PAC https://t.co/aRv65fqAct",703,835
6,BREAKING: @CWAUnion whole-heartedly endorses @HillaryClinton for President of the United States. More: https://t.co/vo5xmRfrS7,836,962
7,".@realDonaldTrump says he ""loves the vets."" Prisoners of war? Not so much. https://t.co/Qq1bPW65DA",963,1061
8,"Remembering over 8,000 men &amp; boys massacred b/c of their faith 21 yrs ago today. #NeverForget #Srebrenica https://t.co/N7ZVjc90nN",1062,1195
9,"New ad: Donald Trump's number one foreign policy advisor? Himself. And his ""very good brain."" https://t.co/ac1793AiXf",1196,1313
10,"Donald Trump says he supports our veterans, but he's taken advantage of them time and time again. https://t.co/TxvAHkn38q",1314,1435
11,You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership. https://t.co/T1nPQgSRQ7,1436,1567
12,What does it say about a presidential candidate when he consistently showers praise on brutal dictators? https://t.co/YFVXJlpnIt,1568,1696
13,"""Hillary is not somebody who fears the future. She believes that it is ours to shape."" —@POTUS https://t.co/cSAdZFNa4G",1697,1815
14,"For Donald Trump, it's not about what he can build —it's about how much he can take. https://t.co/WYJGCCVBzu",1816,1924
15,"Our economy added 287,000 jobs last month—just another reminder of how far we've come under @POTUS: https://t.co/MGqgy6oloe",1925,2048
16,"""You can count on her, and how she won’t waver, and she won’t back down, and she will not quit."" —@POTUS https://t.co/BYCgixAh8K",2049,2177
17,"When Donald Trump's casinos failed, hundreds of people lost their jobs, but he walked away with millions. https://t.co/WYJGCCVBzu",2178,2307
18,“Necesitamos escribir un nuevo capítulo en el sueño americano–y no puede ser el Capítulo 11 (de bancarrota)”. https://t.co/W8mJk7eUbA,2308,2441
19,"As the President has reminded us, the arc of the moral universe is long but it bends toward justice. https://t.co/CCheOeF9zB",2442,2566
20,"""I saw how she treated everybody with respect. That's how you judge somebody."" —@POTUS on Hillary https://t.co/DnisCFMlLZ",2567,2688
21,“We owe our children better than this. We owe ourselves better than this.” by Hillary Clinton https://t.co/sB2bIaMsT0,2689,2806
22,Community health centers provide care for 25 million Americans. Here's Hillary's plan to double their funding: https://t.co/4vbbTF4gXS,2807,2941
23,"Congrats, @serenawilliams on your record-tying 22nd Grand Slam title! #Wimbledon https://t.co/MAqtFwyM0R",2942,3046
