,sentence,start,end
0,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.,0,120
1,"Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant, but leaves behind amazing legacy.",121,261
2,"Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American.",262,384
3,Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!,385,493
4,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.,494,601
5,Response to @LindseyGrahamSC: https://t.co/lSDE7LHc95,602,655
6,I hear @JoeNBC of rapidly fading @Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.,656,796
7,"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!",797,923
8,Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.,924,1063
9,"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!",1064,1204
10,"Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!",1205,1344
11,"""@Ausbiz: Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""",1345,1478
12,"So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!",1479,1594
13,"Governor Rick Perry said ""Donald Trump is one of the most talented people running for the Presidency I've ever seen."" Thank you Rick!",1595,1728
14,"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!",1729,1864
15,Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016,1865,1967
16,"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&amp;coal companies out of business."" She then apologized.",1968,2111
17,"Join me tomorrow! #Trump2016 #MakeAmericaGreatAgain Omaha, Nebraska: https://t.co/2OWQIlNutu Eugene, Oregon: https://t.co/oroTbvsNdQ",2112,2244
18,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, &amp; run as an Independent.",2245,2389
19,Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI,2390,2526
20,I will be interviewed by @BretBaier @SpecialReport at 6pm ET tonight @FoxNews,2527,2604
21,Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.,2605,2738
22,"Join me in Charleston, WV - tomorrow! https://t.co/kv624y9UOm",2739,2800
23,I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,2801,2860
24,I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.,2861,2934
25,I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!,2935,2992
26,I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!,2993,3129
27,What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!,3130,3264
28,".@oreillyfactor Please correct, I WON Virginia!",3265,3312
29,"Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!",3313,3452
30,Thank you Indiana! #Trump2016 #MakeAmericaGreatAgain https://t.co/G4JlShRA6I,3453,3529
31,"Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time &amp; money",3530,3674
32,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",3675,3812
33,MAKE AMERICA GREAT AGAIN! #INPrimary #VoteTrump https://t.co/TI27thMZEI,3813,3884
34,Polls close at 6pm! #INPrimary #Trump2016 #VoteTrump https://t.co/DT9WkYAGEK,3885,3961
35,Thank you America! #Trump2016 https://t.co/tiExz8YhFT https://t.co/Hkt3YNccb0,3962,4039
36,MAKE AMERICA GREAT AGAIN! #Trump2016 #VoteTrump https://t.co/OKaL5UI4oJ,4040,4111
37,MAKE AMERICA GREAT AGAIN! #INPrimary #VoteTrump https://t.co/MBgGXSYluW https://t.co/YPwDZ8Irch,4112,4207
38,MAKE AMERICA GREAT AGAIN! #INPrimary #VoteTrump https://t.co/nMqeKxccv6,4208,4279
39,"Thank you South Bend, Indiana! Everyone get out &amp; #VoteTrump tomorrow! #INPrimary https://t.co/rj11BPzqDI https://t.co/xEBlvGrny1",4280,4413
40,Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me &amp; the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6p via @youtube,4414,4556
41,"Will be in South Bend, Indiana in a short while -- big rally! See you soon!",4557,4632
42,Will be interviewed on @seanhannity tonight at 10pmE. Enjoy! #INPrimary,4633,4704
43,THANK YOU AMERICA! #MakeAmericaGreatAgain https://t.co/PvhGP2HmbN,4705,4770
44,Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.co/ssSLqNAKhM,4771,4902
45,"Thank you Carmel, Indiana! Get out &amp; #VoteTrump tomorrow! #INPrimary #MakeAmericaGreatAgain https://t.co/j07c4oYryG",4903,5022
46,Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 https://t.co/AeGyODb37O,5023,5137
47,I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016 #MakeAmericaGreatAgain https://t.co/HtwD1FGn9e,5138,5247
48,"I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Knight has been so amazing. Today will be fun!",5248,5387
49,Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!,5388,5527
50,"Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs, and he thanks me! I will bring back jobs to USA.",5528,5668
51,"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!",5669,5805
52,I will be interviewed on @CNN @NewDay at 7:30 A.M. Enjoy!,5806,5863
53,"Join me in Carmel, Indiana- tomorrow at 4pm! #INPrimary https://t.co/tfW6B0eZDm https://t.co/ZiofZ2D6ck",5864,5967
54,"Thank you Fort Wayne, Indiana! #Trump2016 #INPrimary https://t.co/mDGrmMmk5T",5968,6044
55,"Thank you Terre Haute, Indiana! #MakeAmericaGreatAgain https://t.co/O6ELhlae3h",6045,6123
56,".@KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will, even after I beat Hillary. Shouldn't be on the air!",6124,6252
57,"I am on @FoxNewsSunday with Chris Wallace- his 20th year anniversary with #FNS, throughout the day. Enjoy! https://t.co/hDzdDpZiRx",6253,6383
58,"Will be in Terre Haute, Indiana in a short while -- big rally! See you soon!",6384,6460
59,"I watched Sen. Graham @FaceTheNation. Why don't they say that I ran him out of the race like a little boy, and in the end he had no support?",6461,6601
60,Thank you Indiana! #Trump2016 https://t.co/shPWexfkVX,6602,6655
61,I will be in Indiana on Sunday and Monday at four MAKE AMERICA GREAT AGAIN rallies. See you there!,6656,6754
62,Thank you @MikeOzanian for the nice comments on @FoxNews today. Great job!,6755,6829
63,Trump locks down Delaware GOP delegates. #Trump2016 #MAGA https://t.co/sto7CYV1fw,6830,6911
64,The economy is bad and getting worse-almost ZERO growth this quarter. Nobody can beat me on the economy (and jobs). MAKE AMERICA GREAT AGAIN,6912,7052
65,"""@LexingtonBobby: @FoxNews @tedcruz @realDonaldTrump https://t.co/uhDlyi82Ua""",7053,7130
66,"The ""protesters"" in California were thugs and criminals. Many are professionals. They should be dealt with strongly by law enforcement!",7131,7266
67,".@AC360 Anderson, so amazing. Your mother is, and always has been, an incredible woman!",7267,7354
68,We are now at 1001 delegates. We will win on the first ballot and are not wasting time and effort on other ballots because system is rigged!,7355,7495
69,Thank you Indiana! #Trump2016 https://t.co/WAuI0nRNzX,7496,7549
70,"Crooked Hillary Clinton, perhaps the most dishonest person to have ever run for the presidency, is also one of the all time great enablers!",7550,7689
71,"Wow, the ridiculous deal made between Lyin'Ted Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!",7690,7821
72,"Thank you Costa Mesa, California! 31,000 people tonight with thousands turned away. I will be back! #Trump2016 https://t.co/4P0tzvZn0e",7822,7956
73,"New York Yankees President, Randy Levine: 'End of the Republican Party' If Donald Trump Not Nominated. https://t.co/HEXBZeejBc",7957,8083
74,I will be interviewed on @foxandfriends with the legendary Coach Bobby Knight- tomorrow morning. Enjoy! #INDPrimary https://t.co/c9WVhfyMzs,8084,8223
75,Seems out of touch w/ reality to announce a VP nominee before securing 1237 delegates. https://t.co/Hqx8MRyAjR https://t.co/xXDa4qJ5tP,8224,8358
76,Carly Fiorina no lifeboat for a fast-sinking @tedcruz campaign https://t.co/nHhENzFBck via @bostonherald @realdonaldtrump @danscavino #Trump,8359,8499
77,#MakeAmericaGreatAgain #Trump2016 https://t.co/ZHM5w7jnss,8500,8557
78,#MakeAmericaGreatAgain https://t.co/53qHBKs7yA,8558,8604
