,sentence,start,end
0,The question in this election: Who can put the plans into action that will make your life better? https://t.co/XreEY9OicG,0,121
1,"Last night, Donald Trump said not paying taxes was ""smart."" You know what I call it? Unpatriotic. https://t.co/t0xmBfj7zF",122,243
2,Couldn't be more proud of @HillaryClinton. Her vision and command during last night's debate showed that she's ready to be our next @POTUS.,244,383
3,"If we stand together, there's nothing we can't do. Make sure you're ready to vote: https://t.co/tTgeqxNqYm https://t.co/Q3Ymbb7UNy",384,514
4,Both candidates were asked about how they'd confront racial injustice. Only one had a real answer. https://t.co/sjnEokckis,515,637
5,This election is too important to sit out. Go to https://t.co/tTgeqxNqYm and make sure you're registered. #NationalVoterRegistrationDay -H,638,776
6,When Donald Trump goes low...register to vote: https://t.co/tTgeqxNqYm https://t.co/DXz9dEwsZS,777,871
7,3) Has Trump offered a single proposal to reduce the friction of starting a business. @HillaryClinton has https://t.co/OhFAFEFsUq,872,1001
8,"The election is just weeks away. Check if you're registered to vote at https://t.co/HcMAh8ljR0, only takes a few cl… https://t.co/H1H7hAA4XM",1002,1142
9,Donald Trump lied to the American people at least 58 times during the first presidential debate. (We counted.) https://t.co/h43O6Rws4S,1143,1277
10,"“She gained about 55 pounds in...9 months. She was like an eating machine.” —Trump, a man who wants to be president: https://t.co/1ht91eZCyw",1278,1418
11,It's #NationalVoterRegistrationDay. Celebrate by registering to vote → https://t.co/tTgeqxNqYm https://t.co/R6lVvgLECG,1419,1537
12,"""I love this country. I’m proud of this country. I want to be a leader who brings people together."" —Hillary #LoveTrumpsHate",1538,1662
13,We don’t want to turn against each other. We want to work with one another. We want to set big goals in this country. #StrongerTogether,1663,1798
14,"""What we hear from my opponent is dangerously incoherent. It's unclear what he's saying, but words matter."" —Hillary",1799,1915
15,One candidate made it clear he wasn’t prepared for last night’s debate. The other made it clear she’s prepared to b… https://t.co/InYZBmnbBM,1916,2056
16,"""What kind of a person would want to root for 9 million families losing their homes? One who should never be president."" —Hillary on Trump",2057,2195
17,"""I don’t think that any family should have to pay more than 10% of their income on child care.” —Hillary https://t.co/pepW0auI8n",2196,2324
18,"""I’m really glad my dad never had a contract with Donald Trump.” —Hillary https://t.co/un2YiRLEYF",2325,2422
19,"When you work hard, you should not be living in poverty. https://t.co/86sTOCAkkq",2423,2503
20,"""We may have a record-setting turnout in this election. We could have the biggest turnout we've ever had."" https://t.co/tTgeqxNqYm",2504,2634
21,"""You can go to https://t.co/tTgeqxNqYm to make sure you are registered. And I hope you all will.” —Hillary #NationalVoterRegistrationDay",2635,2771
22,Join Hillary live in NC for her first rally since winning last night's debate → https://t.co/DzEpIDf7HY #NationalVoterRegistrationDay,2772,2905
23,So. Everything you're feeling after #Debates2016? It's #NationalVoterRegistrationDay. PLEASE:… https://t.co/YnOtJL8bW7,2906,3024
24,“Donald just criticized me for preparing for this debate. And you know what else I prepared for? I prepared to be… https://t.co/QjB01msPaT,3025,3163
25,Hillary was the winner of the first presidential debate—and newspapers across America agree. #SheWon… https://t.co/oDiUHd0eXO,3164,3289
26,"Trump sobre Alicia Machado en 1996: ""Miss Piggy"" Esta mañana: ""Aumentó mucho de peso... era un problema serio"". https://t.co/Sv92DhXTPJ",3290,3425
27,Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegistered… https://t.co/9ovdecqadN,3426,3561
28,I've been fortunate to meet young Americans from all over the country. We all make choices. This is mine...… https://t.co/bYoUE91TOO,3562,3694
29,"""She gained a massive amount of weight...it was a real problem."" —Trump this morning on Alicia Machado https://t.co/LJPlFegSTs",3695,3821
30,"Today is #NationalVoterRegistrationDay - I was beaten, left bloody &amp; unconscious so that every person could register and vote. Do your part.",3822,3966
31,More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv,3967,4108
32,"When you have a really, really good night. #SheWon https://t.co/FVeGqhYxRZ",4109,4183
33,"""Register. Vote. Go out and get engaged!” —@JoeBiden #NationalVoterRegistrationDay https://t.co/tTgeqxNqYm",4184,4290
34,"""I'm glad Trump found out that Crimea was part of Ukraine. By the way, I heard he was on the verge of acknowledging gravity."" —@JoeBiden",4291,4427
35,"“Let me tell you who built this damn country: the middle class.” —@JoeBiden Let's keep building it, together: https://t.co/tTgeqxNqYm",4428,4561
36,One moment last night that proved—again—that Hillary's the only candidate ready to lead on the global stage: https://t.co/i4lrw7BpE9 #SheWon,4562,4702
37,"""Anyone who complains about microphone problems is not having a good night."" —Hillary #SheWon",4703,4796
38,"Trump on Alicia, 1996: ""Miss Piggy."" This morning: ""She gained a massive amount of weight...it was a real problem."" https://t.co/0wrISjJe6z",4797,4936
39,"""I have a winning temperament."" —Donald Trump last night Really? #SheWon https://t.co/nMTFoISagO",4937,5033
40,Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance:… https://t.co/o50AezGRrb,5034,5165
41,"Tonight, @HillaryClinton proved she is ready to be President — and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc",5166,5300
42,43 days left. Let’s go win this thing: https://t.co/vJShYQPqJb #DebateNight https://t.co/MzR30MEI0J,5301,5400
43,.@timkaine That's what we @Wellesley girls do! And it's so clear @HillaryClinton is the only candidate prepared to be president #debatenight,5401,5541
