,sentence,start,end
0,Puerto Rico faces an economic crisis. Continued inaction from Congress is irresponsible. We should act now: https://t.co/Jfb1VABBly -H,0,134
1,"If we're going to build strong communities and help our kids succeed, we need to respect working parents. https://t.co/eUjn6mGJC6",135,264
2,"After a long wait, the Republican-led Senate finally confirmed Roberta Jacobson as the new U.S. ambassador to Mexico https://t.co/cLTNc8kLct",265,405
3,"""Let’s keep going together. Let’s organize and mobilize. Let’s make sure that love trumps hate."" —Hillary",406,511
4,"""We cannot let Barack Obama’s legacy fall into Donald Trump’s hands."" —Hillary",512,590
5,"""Systemic racism, inter-generational poverty, gun violence—these aren’t somebody else’s problems. These are our problems."" —Hillary",591,722
6,Health care. Education. Criminal justice. Equal pay. Tackling racial injustice means tackling them all: https://t.co/8EsDQhjJgU,723,850
7,"We should be making it easier to vote, not harder. The attacks on voting rights have to end.",851,943
8,“Something’s wrong when so many black parents are burying their children.” —Hillary https://t.co/Td78zygG7a,944,1051
9,"""Something’s wrong when the median wealth for black families is just a tiny fraction of that for white families."" —Hillary",1052,1174
10,"“Race still plays a significant role in determining who gets ahead in America and who gets left behind."" —Hillary",1175,1288
11,“Let America ‘be that great strong land of love.’ That is more than poetry…that’s a prayer.” —Hillary quoting Langston Hughes,1289,1414
12,Watch live: Hillary addresses the 61st annual @NAACP dinner in Detroit → https://t.co/iKTdZahKdp,1415,1511
13,"This #APAHM, let's celebrate the tremendous contributions from Asian Americans &amp; Pacific Islanders to our country. https://t.co/QM2PQ07zWH",1512,1654
14,"""She’s battle tested, she’s got a dirty uniform, and that’s who you want fighting for your kids’ future.” https://t.co/tQx1xcF3ew",1655,1784
15,@potus Nice job last night. Aunt Hillary approves. #WHCD -H,1785,1844
16,"Teen pregnancy rate at all-time low. Despite Republican opposition, access to contraception &amp; sex education works. https://t.co/fkZY4zIARd",1845,1987
17,Donald Trump is closer than ever to clinching the GOP nomination. There's only one candidate who has more votes. https://t.co/LuVanujuKS,1988,2124
18,"Raise the minimum wage. Ensure paid leave. Protect union rights. If we want to raise incomes, we have to stand with workers. #MayDay",2125,2257
19,If standing up for women is playing the #WomanCard... https://t.co/GySsJDludM,2258,2335
20,The #WomanCard? Fighting for women's rights is a card we'd play any day. https://t.co/HWPpXei0xs,2336,2432
21,"¿Crees que cuando sea presidenta, le van a pagar lo mismo que le pagarían si fuera un hombre? https://t.co/ECFQYKscyO",2433,2550
22,There's a lot more that unites us than divides us. https://t.co/DLS4wsovcL,2551,2625
23,Touching @nytimes article on Muslim HS student winning prom queen after friends campaigned for her #LoveTrumpsHate https://t.co/PisacgcVJ3,2626,2764
24,"If you see a bully, stand up to him. https://t.co/qLDbRhK1W2",2765,2825
25,Lower wages! No paid family leave! Limited access to health care! Just some of the perks of your #WomanCard: https://t.co/sgUC4iiCXr,2826,2958
26,Estas son las promesas de Trump. Así podría ser su presidencia…. https://t.co/EXZ6inYiLT,2959,3047
27,"Hillary Clinton calls Donald Trump's foreign policy views ""quite concerning"" #HillaryOnCNN https://t.co/8I3d5JlgDz https://t.co/2IhNCH4pAK",3048,3186
28,Get your own #WomanCard*: https://t.co/3DgpQSy3qb *does not include a 21% discount on your purchases. https://t.co/2xiRyOws5F,3187,3312
29,The Senate Veterans Affairs Committee did the right thing by not rolling back the post 9/11 GI Bill. https://t.co/xcdTupA3mk,3313,3437
30,An entire deck of woman cards? Deal us in. https://t.co/W5AHQO70Br,3438,3504
31,What can we do to fight the Zika threat? Hillary answers on @Quora: https://t.co/VrPhfFKxRI,3505,3596
32,Presidential candidate @HillaryClinton: How can we stop the spread of the Zika virus? https://t.co/DnIKokn10X https://t.co/q5ZAZnU9b9,3597,3730
33,We can't afford a Trump presidency. This video will show you why. https://t.co/llO6ROwFuA,3731,3820
