The cost of pharmaceutical price gouging, 0, 6
"At 19 she woke up one morning to find that she couldnt move, 6, 19
Or talk." "At the hospital she was diagnosed with Wilsons Disease an illness so rare it was once featured on an episode of House, 19, 43
The disease wreaks havoc on the body and while there is no cure the symptoms are manageable—with the right medications." After two years of full-time treatment and grueling physical therapy Elena is back in art school—and walking again, 43, 81
Once a month she walks to the pharmacy down the street using a green cane to steady herself, 81, 99
The pharmacist knows her well smiles and rings her up, 99, 109
"Elenas most recent receipt." "Managing the symptoms of Wilsons Disease hinges on a drug called Syprine, 109, 125
Valeant Pharmaceuticals bought the rights to it in 2010—a year before Elena was diagnosed—and raised the price astronomically." The practice of jacking up drug prices to make a profit is all too common, 125, 158
And recently the outrageous actions of companies like Valeant and Turing Pharmaceuticals  " have landed them the in headlines, 158, 177
A new investigation in Congress by Representative Elijah Cummings reveals they boasted about their actions—treating human beings as a price play and putting profits before patients." "Predatory pharmaceutical companies like Valeant and Turing are profiting on people like Elena, 177, 216
Her disease is rare and with virtually no other treatment options drug companies know they can drive up the price of lifesaving medications because people will have no choice but to pay, 216, 248
So in some cases thats exactly what they do." Recently   for their predatory practices—and made it clear that she is ready willing and eager to take them on as president, 248, 278
"Hillarys policy proposals to address this problem in addition to decades of experience and intricate knowledge of health care policy mean that people like Elena can focus on whats important: getting and staying healthy." Glow by Elena Luisi "Elena and me, 278, 319
Even though shes seven years younger—shes almost a foot taller than I am even in 5-inch heels." "After Elena was diagnosed I was lucky that I could afford to leave the workforce temporarily to help care for her, 319, 357
I cant imagine what that must be like for family members who arent as fortunate, 357, 372
Hillary has proposed a " "Growing up Elena could never ride a bike thanks to what we now know is Wilsons Disease, 372, 394
About a year and a half into her recovery I bought her a giant tricycle and took this picture of her first bike ride—ever."  Before Elena would have blown through her lifetime cap in months and you can bet that Wilsons Disease would have qualified as a "pre-existing condition." "In three years at 26 shell be too old to stay on our dads insurance—which will put her at the mercy of another insurance company, 394, 468
In fact the cost of her medication went up another $2000 over the holidays alone and nobody knows when the insurance company will start passing that outrageous price tag on to our family." My family deserves better, 468, 505
And I know that Hillary Clinton will fight—and win—for Elena for me and for thousands of families like mine, 505, 524
 , 524, 524


