"Sunday Representatives Debbie Dingell D-MI and Tim Ryan D-OH released statements criticizing Senator Sanders for voting with Tea Party Republicans last year to kill the Export-Import bank which plays a vital role in supporting American manufacturing jobs in each of their home states, 0, 43
Nationally the Export-Import Bank has supported over a million private-sector jobs in recent years without costing taxpayers a dime and nearly 90% of the banks transactions directly support American small businesses." "When given the chance to stand on the side of manufacturing jobs Senator Sanders has showed time and again that its not just a priority, 43, 99
Last year Senator Sanders was the only Democrat in the Senate to vote with ultra-conservative Republicans to kill the Export-Import Bank a program critical to Michigans manufacturing sector, 99, 127
Hillary Clinton has a clear record in support of American manufacturing and unlike Senator Sanders has outlined a plan for how she will strengthen manufacturing and make the U.S, 127, 156
the location for the next generation of good paying jobs"  "Im supporting Hillary Clinton for President because she has always shown leadership for the manufacturing industry that is so critical in the state of Ohio, 156, 191
Senator Sanders on the other hand stood with the most extreme right-wing members of Congress in their efforts to kill the Export-Import Bank which provides critical support to 350 businesses in Ohio and over a million jobs nationwide, 191, 229
General Electric even decided against moving its headquarters to Cincinnati last year citing opposition from some Republican officials to the Ex-Im Bank as the reason, 229, 254
Every Congressional Democrat in Ohio voted to reauthorize the Ex-Im Bank, 254, 265
Senator Sanders voted to kill it, 265, 271
That is not the type of leadership we need to move Ohio forward"  , 271, 284


