Today Donald J, 0, 3
Trump for President Inc, 3, 7
announced four new hires and a new office Georgia where Mr, 7, 18
Trump has had tremendous crowds and continues to lead all state polls by double-digits, 18, 32
Mr, 32, 33
Trump says "The people of Georgia are incredible and the response to my message has been amazing, 33, 50
We have built a great team and with their help we will Make America Great Again!" Ryan Caudelle Deputy Director oversees the statewide political operation and administration, 50, 77
He has an MBA and previously worked at Barclays and has experience working for Georgia Governor Nathan Deal and Congressman Jack Kingston, 77, 99
Charlice Byrd Field Coordinator oversees the North Georgia Field Operations, 99, 109
She is a former State Representative graduate of the Coverdell Leadership Institute and veteran of several national state and local campaigns and was selected as one of the Top 25 Most Influential Asians in Georgia by  , 109, 145
Gary Wisenbaker Field Coordinator oversees the South Georgia Field Operations, 145, 155
He has a Juris Doctor and has been active in Georgia politics since his days as Georgia Young Republican Chairman in 1986, 155, 177
He is a former appointee to the Georgia Student Finance Commission by Governor Sonny Perdue and veteran of several state and local campaigns, 177, 200
Jeanne Seaver Grassroots Coordinator oversees the statewide grassroots operation volunteer onboarding and coalition outreach, 200, 214
She is the co-founder of the Savannah TEA Party and President of the Georgia Grassroots Coalition and veteran of Republican grassroots activities, 214, 236
She is also a graduate of the Coverdell Leadership Institute former Chatham County Co-Chair for David Perdue for U.S, 236, 255
Senate and Chair for Herman Cain for President, 255, 263
Additionally the campaign has opened a Georgia Headquarters in Cobb County at 1000 Circle 75 Parkway Suite 700 Atlanta GA 30339 and will be hosting a Grand Opening Saturday January 9th at 10:00 a.m, 263, 297
The Georgia Trump campaign is led by State Director Brandon Phillips, 297, 308


