Today Donald J, 0, 3
Trump unveiled his latest campaign ad aimed at Senator Ted Cruz and focused on illegal immigration which Mr, 3, 21
Trump has brought to the forefront of this election and made a cornerstone of his campaign, 21, 37
Mr, 37, 38
Trump began his campaign focused on this issue which has resonated with the American people and he has maintained his strong stance releasing detailed policies to address this issue posing a threat to Americas national security and economic growth." Mr, 38, 78
Trump stated "Ted Cruz is a total hypocrite and until recently a Canadian citizen who may not even have a legal right to run for President, 78, 104
He didnt disclose loans pretending hes Robin Hood when hes just another all talk no action politician, 104, 121
Had I not brought up the subject of illegal immigration an issue which Ted Cruz is very weak on nobody would even be talking about it, 121, 147
I will build a great wall and Mexico will pay for it." The footage captures Senator Cruz in a confused state unable to answer simple policy questions as he contemplates his position advice from his pollsters donors and the special interests who control him, 147, 191
The only special interest Mr, 191, 196
Trump is beholden to is the American people and he is the only candidate that will stop illegal immigration and Make America Great Again, 196, 220
The ad will run on TV in Iowa New Hampshire and South Carolina, 220, 233
Mr, 233, 234
Trump continues to spend $2 million dollars per week on advertising, 234, 245
Mr, 245, 246
Trump continues to dominate all local and national polls including in Iowa where we are less than two weeks away from the Caucuses and the   shows Mr, 246, 273
Trump with an 11 point lead, 273, 279
Mr, 279, 280
Trump was in Iowa earlier this week where he received the coveted endorsement of influential conservative Sarah Palin who previously endorsed Ted Cruz during his Senatorial bid and attributed his success to her support stating "She picks winners." Mr, 280, 319
Trump will return to Iowa over the weekend and several days next week ahead of the Iowa Caucus on February 1st, 319, 340
You can view the ad here:  , 340, 346


