Today during a rally in Ohio Donald Trump doubled down on his insults to the African American community which he leveled during axa0Fridayxa0speech in Michigan, 0, 25
There he posed the question to African Americans "What do you have to lose? Youre living in poverty, 25, 43
Your schools are no good, 43, 48
You have no jobs." Today in Akron Trump  : "You can go to war zones in countries that were fighting and its safer than living in some of our inner cities… I ask you this, 48, 83
Crime, 83, 84
All of the problems, 84, 88
To the African Americans who I employ so many – so many people… What the hell do you have to lose? … Youll be able to walk down the street without getting shot, 88, 121
Right now you walk down the street, 121, 128
You get shot." "It could not be clearer how much African Americans have to lose under Donald Trump, 128, 146
He is doubling down on insults fear and stereotypes that set our community back and further divide our country.xa0But again this is not surprising this is a man who questions the citizenship of the first African American presidentxa0has a disturbing pattern of courtingxa0white supremacists and has been sued for housing discrimination against communities of color, 146, 201
"As demonstrated by his bigotry and actions Donald Trump is unfit and unqualified to be President, 201, 217
We cannot afford this out of touch and divisive thinking in the White House which is why we must take nothing for granted and work as hard as we can to make sure Hillary Clinton is our next president." , 217, 256


