"My thoughts and prayers are with everyone in the path of Hurricane Matthew and my heart is broken for the victims and their families in Haiti Cuba the Caribbean and Florida, 0, 31
"This is a serious storm and it has already caused serious damage, 31, 43
If you get an evacuation order please follow it immediately, 43, 53
Bring any important documents medicines and your pets with you, 53, 63
Listen carefully to instructions from local and national officials, 63, 72
And if youre not sure what to do please visitxa0 xa0for tips on staying safe, 72, 87
"To all our local campaign staff volunteers and supporters: Please take care of yourselves and your neighbors – nothing is more important than that, 87, 111
To our extraordinary first responders and everyone working to prepare for and respond to the storm: Were so grateful for your courage and sacrifice especially in times like these, 111, 140
"And to the people of Florida and the Southeast and everyone in the eye of the storm: Stay safe and know that America is with you, 140, 166
In times of disaster we pull together, 166, 173
Well have your back every step of the way – today and in the weeks and months to come." , 173, 192


