Today Donald J, 0, 3
Trump for President Inc, 3, 7
announced a new digital tool to help voters find their Iowa Caucus locations on Monday February 1st, 7, 24
The campaign stated "The only way to ensure that Donald J, 24, 35
Trump will be our next President of the United States is to caucus for him on February 1st— the caucus process is   fast and easy and we are here to help if you have any questions."    (also at  ) will show voters where to go on Caucus night, 35, 83
It also includes an instructional video on how what to do once you arrive at the pre-determined locations, 83, 101
Mr, 101, 102
Trump continues to dominate all national and state polls including an 11 point lead in the most recent CNN/ORC poll in Iowa, 102, 124
He will be campaigning across the state for much of the next week and continues to encourage the thousands of Iowans attending each of his rallies to Caucus next Monday night, 124, 155


