" The breaking news this hour, 0, 6
Its now official, 6, 9
Hillary Clinton has been declared the winner of the Iowa caucuses, 9, 20
She beat Bernie Sanders by a razor-thin margin just 0.2 of a percentage point, 20, 34
Her campaign claimed victory overnight but the Iowa Democratic Party has just issued the final results, 34, 50
They say Hillary Clinton is the winner of the Iowa caucuses, 50, 61
And Secretary Clinton is joining us now from Nashua New Hampshire, 61, 72
Madam Secretary thanks very much for joining us, 72, 80
Whats your reaction to the official results now declaring you the winner of the Iowa caucuses?"  I am so thrilled Wolf, 80, 101
I feel really good and very grateful to the team I had on the ground to the tens of thousands of Iowans who volunteered knocked on doors came out and caucused last night, 101, 134
And I could feel the energy building in the weeks leading up to the caucus, 134, 149
I was out there making my case about what I want to do and what I think our country must do to get real results with more jobs rising incomes build on the Affordable Care Act deal with climate change clean energy defend our rights all the things I feel passionate about, 149, 201
And I could just watch and in fact in that last week I had so many people come up to me and say that they had decided to support me and it could not have been better, 201, 238
It was a great great night, 238, 244
 You said last night you breathed a big sigh of relief your words — a big sigh of relief, 244, 263
What did you mean by that? " Well as you recall my luck was not that good last time around, 263, 283
And it was wonderful to win the caucus and to have that experience of all the hard work the grassroots organizing pay off the way it did, 283, 310
Now were here in New Hampshire and we are going to have a contest of ideas, 310, 326
Im looking forward to the forum tomorrow night on CNN and then a debate Thursday night here in New Hampshire because I think that Democratic voters and other Americans want to know what are the principal differences between me and my friend and opponent Senator Sanders, 326, 372
And I want to get that information out there, 372, 381
I think its important people understand that good ideas are one thing but you got to know how to implement, 381, 401
Youve got to have a record of getting results, 401, 410
And Im taking my ideas and my record to the people of New Hampshire this week." " The Sanders campaign says they wont have this debate Thursday night with you unless you agree to a subsequent debate before the New York primary in New York City, 410, 456
Are you willing to agree to that?" " Well you know Wolf this is really hard to follow because when we said we would do the debate they came back with conditions, 456, 488
We met the conditions, 488, 492
Then they said they want different conditions, 492, 499
And weve tried to be very accommodating but you know we have agreed with everything that they have asked us to do, 499, 521
And I sure hope — were in Bernie Sanders backyard here in New Hampshire, 521, 535
I sure hope he intends to show up in his neighboring state and let the people of New Hampshire see us both on the debate stage."  Well just to press the point the debate in New York City that they want are you accepting that? " No, 535, 582
Weve accepted all of their conditions, 582, 588
We did that last week, 588, 593
And they keep trying to add new conditions which you know raises questions about how ready or willing they are to debate here in New Hampshire, 593, 619
We met their conditions, 619, 623
We agreed to more debates something that I wanted to do because I think its great to debate and were ready, 623, 644
Im going to be there Thursday night." " All right, 644, 654
Lets move on, 654, 657
The senators campaign — they want to do not necessarily a recount but they want to check the voting in Iowa, 657, 678
Is that OK with you?" " You know look I — they — I can say that I believe the Democratic Party of Iowa ran a good caucus from everything that our people told me, 678, 713
There was an enormous turnout which everybody said would tremendously favor Senator Sanders, 713, 726
