"I am honored to have earned the endorsement of the International Brotherhood of Teamsters, 0, 14
"Unions like the International Brotherhood of Teamsters built the American middle class and they make our economy run today, 14, 33
Teamsters keep our planes in the air they put food on our shelves and they get packages to our doors, 33, 53
In fighting for better wages and safer conditions on the job the Teamsters are fighting for all Americas workers, 53, 72
"I have always been proud to stand with organized labor to create good jobs with good benefits and wages that make it possible to build a middle-class life, 72, 100
As President I will stand with organized labor and I will always fight for workers rights to retire with dignity and security and to receive the benefits they have earned after years of hard work, 100, 135
"The stakes in this election couldnt be higher, 135, 143
The Republican candidate for President is a man who has said wages are too high in this country, 143, 161
Donald Trump personally signed a contract to hire a union-busting firm to try to stop his workers from organizing in his Las Vegas hotel, 161, 185
His running mate is a man who consistently supported efforts to undermine Social Security and who repealed Indianas 80-year-old prevailing wage law, 185, 207
Workers deserve better, 207, 210
And both of them support so-called right to work laws that make it harder for workers to organize, 210, 228
I am proud to stand with organized labor against these laws because right to work is wrong for workers and wrong for America, 228, 251
"If elected American workers will always have a seat at the table and a champion in the White House--because when unions are strong America is strong." , 251, 277


