?: ?"?I am honored to have received the endorsement of the United Auto Workers and their over one million active and retired members?.?Every day the UAW shows us that we can and we willxa0Make it in America, 0, 37
"The U.S, 37, 39
auto industry has come roaring back from the great recession and just posted its best year ever—because the U.S, 39, 58
auto industry has the worlds best hardest-working most innovative and most creative workforce." "We need to keep going—and we need a President who will always stand with working families, 58, 87
Today about one in five cars built in North America come from Mexico—double the share in 2004, 87, 104
Thats why autoworkers need more than tough talk on trade, 104, 114
They need a President who knows how to compete and win for American workers, 114, 128
I have said for years that I want to see NAFTA renegotiated to give American workers a level playing field, 128, 148
And we need to take on new challenges like weak autoxa0rules of originxa0standards that provide a backdoor for Chinese steel and other products into the U.S, 148, 174
Were going to throw the book at China and stop them from cheating American workers." As President I will stand with the United Auto Workers in protecting workers fundamental right to organize and bargain collectively including in their fight to organize the VW plant in Chattanooga, 174, 220
And we need to make sure that the jobs of the future including in clean energy and clean transportation are good union jobs that cant be outsourced, 220, 247
If I am fortunate enough to be elected President organized labor will always have a champion in the White House and a seat at the table—because when unions are strong families are strong and when families are strong America is strong.?"? , 247, 288


