Today Donald J, 0, 3
Trump for President Inc, 3, 7
announced its Louisiana State Leadership Team, 7, 13
The Trump Campaigns Louisiana operation is being led by State Director Ryan Lambert and today announced Public Service Commissioner Eric Skrmetta and former State Representative Woody Jenkins as the State Chairman and Jeff Crouere and Brian Trascher as state Co-Chairs." Mr, 13, 54
Trump says "I am proud to announce our Leadership Team in Louisiana where we have tremendous grassroots support and a great team in place, 54, 78
I look forward to visiting soon and working with these individuals whose support is so important to share my vision to Make America Great Again!" Skrmetta was elected Public Service Commissioner for District 1 in 2008, 78, 114
His district includes 11 parishes and a million consumers in the southeastern part of Louisiana, 114, 129
Skrmetta served as Chairman of the Commission and earned high praise for leading Louisiana to the lowest utility rates in the nation, 129, 151
He also serves as President on the Entergy Regional State Committee, 151, 162
A lifelong Republican Skrmetta began his dedication to public service on the staff of the former Louisiana Governor Dave Treen the first Republican Governor of Louisiana since Reconstruction, 162, 190
Also a lifelong Republican Jenkins was elected to the Louisiana House of Representatives in 1972 and served for 28 years until 2000, 190, 212
He represented District 66 located in East Baton Rouge parish, 212, 222
As a legislator over three hundred of the bills he authored became law, 222, 235
While in the legislature Jenkins formed and served as chairman of the Conservative Caucus in the state house, 235, 253
He also served as chairman of the House Committee on Labor and Industrial Relations and was the 1996 Republican Nominee for Senate, 253, 275
A journalist by trade and an inductee into the LSU Journalism Hall of Fame Jenkins is the editor of   an award-winning community weekly newspaper, 275, 299
Jenkins is the Chairman of the East Baton Rouge Parish Republican Party the largest in the state, 299, 316
Said Skrmetta "I look forward to sharing the policies of businessman Donald Trump and promoting his candidacy, 316, 333
His confidence and strong convictions have a place in todays politics, 333, 344
His business-savvy and negotiation skills will be valuable assets to our country, 344, 356
I support Mr, 356, 359
Trumps economic policies favoring free enterprise and fewer government regulations." Republicans Jeff Crouere and Brian Trascher both natives of New Orleans will add political expertise as State Co-Chairs of the campaign, 359, 390
Jeff Crouere is host of the Louisiana based radio and TV program "Ringside Politics" and is previous Executive Director & Deputy Chairman for the LAGOP, 390, 415
Brian Trascher is a Senior Partner with New Orleans-based Gulf South Strategies the firm best known for recruiting the Uber Car Service to Louisiana, 415, 439
Trascher is a veteran political operative with strong bipartisan relationships throughout Louisiana, 439, 451
Crouere and Trascher join Tim Breaux of Lafayette and Wayne Ryan of Alexandria as Co-Chairs, 451, 466


