This is a huge deal for women across the state, 0, 10
"Heres an incredible sentence: A federal judge has ruled that a mandate requiring abortion providers in Louisiana to have admitting privileges at hospitals within 30 miles of their clinics is unconstitutional." "Sound confusing? Thats because it was written by people who didnt want you to understand it, 10, 57
But as someone who spent three years working for Planned Parenthood Gulf Coast take it from me—" To put it in simpler terms:  There are more than 4.5 million people living in Louisiana, 57, 90
This mandate and similar restrictions in other states make it incredibly difficult for women (especially low-income women and women of color) to exercise their reproductive rights—and can make doing so a costly onerous thing to do, 90, 126
"I am thrilled that the court has protected abortion access—especially in a state where womens rights are constantly being threatened, 126, 146
" Laws like this are popping up all over the country all with one purpose: to eliminate access to safe and legal abortion or make a constitutional right a privilege only for those who can afford it, 146, 183
And this year the Supreme Court will rule on the constitutionality of a similar law in my home state of Texas that amounts to the biggest challenge to   in a generation, 183, 214
"Thats one of the reasons I joined Hillary Clintons presidential campaign, 214, 225
" We need someone who will not only stand up to attacks in Louisiana and across the country  Proudly stand with Planned Parenthood, 225, 248
Fight to bring this country into the 21st century with equal pay and paid leave, 248, 263
Get rid of laws like the Hyde Amendment once and for all and call out restrictions that disproportionately harm low-income women and women of color, 263, 288
In short: We need a president who gets it and who is in this fight alongside us, 288, 305
" Louisiana lawmakers may have forgotten that—but thankfully a federal judge didnt." , 305, 317


