Hello Grand Valley! Thank you! Thank you.n It is great to be back in western Michigan, 0, 16
Thank you, 16, 18
Are there any Lakers here?n Oh my gosh, 18, 26
I am so thrilled to be here, 26, 33
I want to thank the president of this great university Tom Haas the faculty the staff the students, 33, 51
I want to thank Brandon Dillon the Chair of the Michigan Democratic Party, 51, 64
And I especially really want to thank you for sending Debbie Stabenow to the United States Senate.n "I have also the great personal experience and privilege of having worked with Debbie gotten to know her become a friend of hers and I am so excited at the possibility that Ill be able to work with her again, 64, 121
But I want you to know this - and I really really hope youll tell folks because there is no more dedicated effective member of the United States Senate than Debbie Stabenow.n" "She fights for all of you every day but she does it with that smile that never leaves her face, 121, 173
And she brings people together who are on opposite sides of issues because she just keeps talking, 173, 190
And dont we need more of that in Washington where people actually talk and listen to each other, 190, 208
So its wonderful to be with all of you and to be introduced by Debbie.n" Are you ready to vote tomorrow Michigan? Are you ready to help get your friends to vote tomorrow? That is clearly the right answer because we have a really important election tomorrow.n "The choice in this election could not be clearer, 208, 264
And I know that for many people youve gone back and forth youve thought about what to do and I really respect that, 264, 287
But let me say this, 287, 292
Let me say this, 292, 296
This election is basically between division and unity in our country.n" "Its between strong and steady leadership or a loose cannon who could put everything at risk, 296, 323
It is between an economy that works for everyone or one that is even more stacked for those at the top, 323, 344
And I want each and every one of you to be thinking through about all the issues that you care about, 344, 365
Because although my name and my opponents name will be on the ballot those issues and those values are on the ballot as well.n" And as you think about what you care about and what you want your future to look like you have to recognize this is a consequential election, 365, 416
I have been privileged to know a lot of our presidents over the past decades and people who ran for president, 416, 437
I was privileged to know as a college student Gerald Ford.n "In fact I had an internship with the House Republican Conference Committee which he headed after my junior year in college, 437, 469
So when I say Ive gotten to know a lot of our presidents and people whove run for president it goes back a ways, 469, 493
And heres what I want you to understand, 493, 501
I didnt agree with everything they did or said, 501, 510
Even the Democrats, 510, 513
We had differences and politics and policies and sometimes on principle but I never doubted I never doubted that they were fit to serve as our president and commander-in-chief.n" "Thats why this election is so different, 513, 549
