We live with an empty chair every day of our lives, 0, 11
"At tonights State of the Union address one chair will remain empty in honor of the victims of gun violence who no longer have a voice, 11, 37
My daughter Ana Grace M?rquez-Greene is one of them." Ana lost her voice on December 14 2012 at Sandy Hook Elementary School, 37, 59
She was 6 years old, 59, 64
And the empty chair she left behind brings us to our knees every day—but it must not silence us, 64, 83
"For three years and 28 days our family has honored Anas legacy through "  we founded in her name which focuses on trauma awareness and social isolation to prevent violence, 83, 113
But there is more work to do, 113, 120
Although we have made great strides with our foundation and my husband has even been nominated for two Grammys for his musical tribute to Ana these are bittersweet honors, 120, 149
"All we ever wanted to do was be parents and have a family, 149, 162
Our surviving son was only 8 at the time of his sisters murder." "And so we support President Barack Obamas recent executive actions, 162, 185
Although it may be too late to save our Ana we believe that every life is precious, 185, 202
And we should do all we can to protect American families—in every community—from these losses." We are now at a crossroads in America—a tipping point on gun violence, 202, 230
And we need a candidate that will balance Second Amendment protection with the protection of human life, 230, 247
We need a rational forward-moving conversation to address this issue, 247, 257
And we must not get stuck in partisan rhetoric, 257, 266
Love wins, 266, 268
And it also saves lives, 268, 273


