"Thank you, 0, 2
Thank you everybody, 2, 5
Thank you, 5, 7
Unbelievable, 7, 8
Thank you very much, 8, 12
Thank you very much, 12, 16
Its a great honor, 16, 20
Thank you, 20, 22
" n Amazing, 22, 25
Amazing, 25, 26
What great people.n "Were going to bring back our jobs to Pennsylvania, 26, 38
Were going to bring back our jobs to the United States, 38, 49
" n "Going to bring back our jobs folks, 49, 58
Ive looked at the numbers and I see whats happening in Pennsylvania, 58, 70
I see whats happening all over our country.n" "You look at New York state you look at New England you look anywhere in the country where you want to go to all over its the same, 70, 106
Manufacturing way down jobs way down, 106, 112
You go to other countries theyre taking our companies theyre taking our jobs.n" "People are right now working harder than theyve ever worked, 112, 135
Eighteen years ago they made more money in real wages 18 years think of it, 135, 150
Eighteen years ago many of the people in this incredibly big room and thank you for being here you know its 93 degrees out, 150, 174
" n "And they still have a lot of people trying to get in I dont know if they can get them in, 174, 197
Should we let them in? Just let them in, 197, 206
" n "But 18 years ago people were making more money in real wages than they make today, 206, 224
And today theyre working two jobs some people are working three jobs, 224, 236
So theyre older and theyre working harder and theyre making less money all right? A friend of mine Ive been telling this story over the last month because its better than going to Wharton or better than going to Harvard and asking them to do a study because you learn it in three minutes.n" "But let me just tell you, 236, 296
Right now Mexico and other countries are building facilities plants the likes of which youve never seen, 296, 313
Were going to build the wall dont worry were going to build the wall were going to build it were going to build it, 313, 337
" n "But a friend of mine and actually a supporter big supporter great guy, 337, 352
He builds plants thats what he does he builds plants, 352, 362
He doesnt want to build apartments he doesnt want to build office buildings he wants to build plants, 362, 380
And hes just about the biggest there is, 380, 388
And I said how are things going? He said very well how are you doing in the U.S.? Not good, 388, 408
How are you doing in Mexico?n" "He said Donald do you want to see its the eighth wonder of the world, 408, 429
They are building plants the likes of which Ive never seen, 429, 440
Hes building some of the greatest plants big—you look at Ford moving vast operations to Mexico, 440, 456
The plants, 456, 458
You look at—look at take a look, 458, 465
By the way millions of jobs thousands of companies over the years theyve left us, 465, 480
And we have a few things, 480, 486
We have unemployment we have empty plants I saw up in New York state I saw it in Pennsylvania you were great to meet you voted a big victory for Donald Trump thank you, 486, 520
" n "That was a big victory, 520, 527
I mean I assumed I was going—if I dont win Pennsylvania—and by the way I was talking to our great Congressman and where is he? Hes here some place where is he? " n "He loves the people and I have to say of all of Pennsylvania he wants to see this state do well, 527, 582
Thank you, 582, 584
But just talking back to a few of my friends that live here we have a few of the friends and we see whats happened with General Electric where theyre cutting way back, 584, 617
Not going to happen, 617, 621
And you know why theyre cutting back its one reason, 621, 631
Because we dont take care of our miners and were not producing coal.n" "And they dont need to make those big big beautiful you could call them locomotives I guess right? Whatever the hell they are theyre big and theyre powerful and they dont need them like they used to because we dont make our government work for us, 631, 690
Theyre not working for us, 690, 695
Theyre working for others theyre not working for us, 695, 704
So when General Electric goes out and you see the numbers I see the numbers and its about coal so I just left parts of Virginia and West Virginia and the coal industrys decimated.n" "The miners are out of work theyre totally out of work, 704, 749
I mean there will be no such thing as coal in this country pretty soon, 749, 764
And were talking clean coal were talking clean coal.n" "So I was with the miners we have such tremendous support West Virginia the mining parts of Virginia, 764, 791
All over Ohio because Hillary Clinton made the statement not so long ago, 791, 804
A number of months she said were going to put the mines and miners out of business, 804, 821
All right? Going to put the mines and the miners – so " n "So were not going to let that happen, 821, 843
Were not going to let that happen and were not going to let it happen in Pennsylvania because you know what? A lot of your miners have already lost their jobs but you have a lot of other jobs that are very reliant on the mines, 843, 889
Like as an example General Electric, 889, 895
And what were going to do folks is going to be so special, 895, 908
Were going to bring it back, 908, 914
Were going to bring back our jobs were going to bring back our companies, 914, 928
" n "When a company wants to leave our country to go to another country and think theyre going to make their product and because our politicians are weak stupid taken care of by lobbyists special interests—theyre taken care of by lobbyists theyre taken care of by donors and special interests, 928, 979
Thats what—you know a friend of mine—very smart guy—said—I cant believe it, 979, 991
Were talking about a deal that took place about a month ago.n" "He said I cant believe they could have gotten that through, 991, 1014
I said Why cant you believe it? Well its so bad for the country, 1014, 1028
I said Yeah but its good for the politician because theyre taken care of by their lobbyists and their donors and the special interests.n" "So even though you say we want as an example General Electric to produce more if they dont want to or if for some reason one of the donors of crooked Hillary Clinton doesnt want that to happen even though its great for Erie even though its great you even though its great for the state of Pennsylvania then its not going to happen folks, 1028, 1117
Its not going to happen.n" "And by the way—and I have to tell you this, 1117, 1132
So when they think theyre going to take our companies are rip them out of—as an example—this area or this state or any other state and go to Mexico and build massive new plants and employ people other than you and youre going to lose your jobs or youre going to now get two part- time jobs that dont add up to half of what you used to make, 1132, 1201
That stuff isnt happening anymore, 1201, 1206
So heres what happens, 1206, 1210
