Friends delegates and fellow Americans: I humbly and gratefully accept your nomination for the presidency of the United States, 0, 19
U.S.A.! U.S.A.! U.S.A.! Together we will lead our party back to the White House and we will lead our country back to safety prosperity and peace, 19, 45
We will be a country of generosity and warmth, 45, 54
But we will also be a country of law and order, 54, 65
Our Convention occurs at a moment of crisis for our nation, 65, 76
The attacks on our police and the terrorism in our cities threaten our very way of life, 76, 93
Any politician who does not grasp this danger is not fit to lead our country, 93, 108
Americans watching this address tonight have seen the recent images of violence in our streets and the chaos in our communities, 108, 129
Many have witnessed this violence personally some have even been its victims, 129, 141
I have a message for all of you: the crime and violence that today afflicts our nation will soon – and I mean very soon – come to an end, 141, 171
Beginning on January 20th of 2017 safety will be restored, 171, 181
The most basic duty of government is to defend the lives of its own citizens, 181, 196
Any government that fails to do so is a government unworthy to lead, 196, 209
It is finally time for a straightforward assessment of the state of our nation, 209, 223
I will present the facts plainly and honestly, 223, 231
We cannot afford to be so politically correct anymore, 231, 240
So if you want to hear the corporate spin the carefully-crafted lies and the media myths the Democrats are holding their convention next week, 240, 264
Go there, 264, 266
But here at our convention there will be no lies, 266, 276
We will honor the American people with the truth and nothing else, 276, 288
These are the facts: "Decades of progress made in bringing down crime are now being reversed by this Administrations rollback of criminal enforcement." "Homicides last year increased by 17 percent in Americas fifty largest cities, 288, 323
Thats the largest increase in 25 years, 323, 330
In our nations capital killings have risen by 50 percent, 330, 340
They are up nearly 60 percent in nearby Baltimore." "In the Presidents hometown of Chicago more than 2000 people have been the victim of shootings this year alone, 340, 368
And almost 4000 have been killed in the Chicago area since he took office." The number of police officers killed in the line of duty has risen by almost 50 percent compared to this point last year, 368, 405
Nearly 180000 illegal immigrants with criminal records ordered deported from our country are tonight roaming free to threaten peaceful citizens, 405, 425
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015, 425, 448
They are being released by the tens of thousands into our communities with no regard for the impact on public safety or resources, 448, 471
One such border-crosser was released and made his way to Nebraska, 471, 482
There he ended the life of an innocent young girl named Sarah Root, 482, 495
She was 21 years-old and was killed the day after graduating from college with a 4.0 Grade Point Average, 495, 514
Number one in her class, 514, 519
Her killer was then released a second time and he is now a fugitive from the law, 519, 536
"Ive met Sarahs beautiful family, 536, 541
But to this Administration their amazing daughter was just one more American life that wasnt worth protecting, 541, 558
No more, 558, 560
One more child to sacrifice on the order and on the altar of open borders, 560, 575
What about our economy?" Again I will tell you the plain facts that have been edited out of your nightly news and your morning newspaper: Nearly Four in 10 African-American children are living in poverty while 58% of African American youth are now not employed, 575, 620
2 million more Latinos are in poverty today than when President Obama took his oath of office less than eight years ago, 620, 642
Another 14 million people have left the workforce entirely, 642, 651
"Household incomes are down more than $4000 since the year 2000, 651, 662
Our trade deficit in goods -- think of this -- our trade deficit reached nearly $800 billion last year alone, 662, 682
Were going to fix that." The budget is no better, 682, 692
President Obama has doubled our national debt to more than $19 trillion and growing, 692, 706
And yet what do we have to show for it? Our roads and bridges are falling apart our airports are Third World condition and forty-three million Americans are on food stamps, 706, 737
Now let us consider the state of affairs abroad, 737, 746
Not only have our citizens endured domestic disaster but they have lived through one international humiliation after another, 746, 764
One after another, 764, 767
We all remember the images of our sailors being forced to their knees by their Iranian captors at gunpoint, 767, 786
This was just prior to the signing of the Iran deal which gave back to Iran $150 billion and gave us absoltely nothing – it will go down in history as one of the worst deals ever negotiated, 786, 824
Another humiliation came when president Obama drew a red line in Syria – and the whole world knew it meant absolutely nothing, 824, 846
"In Libya our consulate – the symbol of American prestige around the globe – was brought down in flames, 846, 865
America is far less safe – and the world is far less stable – than when Obama made the decision to put Hillary Clinton in charge of Americas foreign policy." "Lets defeat her in November OK." "I am certain it is a decision President Obama truly regrets, 865, 912
Her bad instincts and her bad judgment – something pointed out by Bernie Sanders – are what caused so many of the disasters unfolding today, 912, 937
Lets review the record." In 2009 pre-Hillary ISIS was not even on the map.Libya was stable, 937, 953
Egypt was peaceful, 953, 956
Iraq was seeing a big big reduction in violence, 956, 965
Iran was being choked by sanctions, 965, 971
Syria was somewhat under control, 971, 976
After four years of Hillary Clinton what do we have? ISIS has spread across the region and the world, 976, 995
Libya is in ruins and our Ambassador and his staff were left helpless to die at the hands of savage killers, 995, 1016
Egypt was turned over to the radical Muslim brotherhood forcing the military to retake control, 1016, 1031
Iraq is in chaos, 1031, 1035
Iran is on the path to nuclear weapons, 1035, 1043
Syria is engulfed in a civil war and a refugee crisis now threatens the West, 1043, 1058
After fifteen years of wars in the Middle East after trillions of dollars spent and thousands of lives lost the situation is worse than it has ever been before, 1058, 1087
