"The Trump Campaign is announcing the roll out of the new website Lying Crooked Hillary website which will showcase some of Clintons most disastrous lies to the American people, 0, 29
To receive early exclusive access to the content supporters should text TRUMP to 88022 on June 21st, 29, 46
The website will be rolled out over the following days via social media and emails to supporters." "As we proceed forward with the general election it is more important than ever for America to realize how dishonest Crooked Hillary really is, 46, 87
We cant trust her now and we cant allow her to take her dishonesty to the White House, 87, 105
At every stage of Clintons career she has deceived the public to enrich herself and family at the expense of Americans, 105, 126
Crooked Hillary has continually placed Washington D.C, 126, 133
special interests priorities over the interests of everyday Americans, 133, 142
Four years of Crooked Hillary in the White House is not a risk Americans can take." By entering your mobile number you are agreeing to receive periodic text messages from Donald J, 142, 174
Trump for President Inc, 174, 178
Message data rates may apply, 178, 183
Text "STOP" to opt-out, 183, 187
T&C/Privacy Policy:  , 187, 189


