:  After touting his positive campaign repeatedly on the trail the New York Times this morning   that the Sanders campaign is now publicly weighing the option to "directly attack" on Hillary Clinton on the airwaves – in violation of Senator Sanders repeated pledgexa0            ad, 0, 44
While this is a clear escalation attacks from the Sanders campaign have been building for months, 44, 60
Just today the Wall Street Journalxa0 "xa0about how Bernie Sanders is using his stump speech to attack Secretary Clintons character, 60, 80
Last year after a reporter called to question it the Sanders campaign wasxa0" xa0to   a negative online ad when Sanders himself admitted it crossed the line in attacking Secretary Clinton, 80, 110
And this month the Sanders campaign faced criticism for running a TV ad that was an implicit attack on Hillary Clinton, 110, 131
As the Iowa caucus has drawn nearer Sanders has even taken to   on Clinton, 131, 145
And now under pressure with just five days left until the contest the campaign is going public with active discussions about launching "direct" attacks against Hillary Clinton on TV—and the Clinton campaign has released a new video highlighting the difference between Senator Sanders previous claims and his recent attacks, 145, 194
Watch the video here:  "Its disappointing that Senator Sanders has abandoned his claims of a positive campaign in order to parrot Karl Roves attacks against Hillary Clinton, 194, 221
From comparisons to Dick Cheney to personal attacks Bernie Sanders and his campaign have repeatedly violated their pledge to run a different kind of campaign"     ABC News   : "We dont run negative ads." : "As someone who has never run a negative political ad in his life my campaign will be driven by issues and serious debate." : "Sanders wont even do a straight-up contrast ad… If we do that were done Sanders strategist Tad Devine says, 221, 298
If we do a classic comparative ad its over, 298, 307
Well have to be smarter." : "I happen to have known – know Hillary Clinton for the last 25 years, 307, 327
I respect her, 327, 330
I admire her, 330, 333
Im not going to get into the business of attacking her, 333, 344
I have never run a negative political ad in my life." : "This campaign is never going to be about attacking her and pushing back on her and diminishing her." : "Sen, 344, 376
Bernie Sanders (I-Vt.) will never run attack ads against Democratic front-runner Hillary Clinton a top adviser to the liberal firebrand told The Hill." : "Im not runningxa0 xa0Hillary Clinton." Bloombergxa0  NPRxa0  CNNxa0  Washington Postxa0  xa0Reutersxa0  xa0 Wall Street Journalxa0   The Hillxa0   Washington Postxa0   Washington Postxa0   CNNxa0  CNNxa0   NPRxa0   Politicoxa0   CNNxa0   CNNxa0  CNNxa0  , 376, 428


