"Thank you, 0, 2
Thats so nice, 2, 5
Thank you, 5, 7
"Well thats so nice, 7, 11
And Bishop Jackson I want to thank you and Dr, 11, 21
Jackson and you have some voice I have to say, 21, 31
Incredible, 31, 32
And some spirit some spirit, 32, 37
Talent, 37, 38
"Thank you, 38, 40
Well I just wrote this the other day knowing Id be here, 40, 52
And I mean it from the heart and Id like to just read it and I think youll understand it maybe better than I do in certain ways, 52, 80
"For centuries the African-American church has been the conscience of our country, 80, 92
So true, 92, 94
Its from the pews and pulpits and Christian teachings of black churches all across this land that the Civil Rights movement lifted up its soul and lifted up the soul of our nation, 94, 127
Its from these pews that our nation has been inspired toward a better moral character a deeper concern for mankind and spirit of charity and unity that binds us all together, 127, 158
And were bound together and I see that today, 158, 167
This has been an amazing day for me, 167, 175
"The African-American faith community has been one of Gods greatest gifts to America and to its people, 175, 192
There is perhaps no action our leaders can take that would do more to heal our country and support our people than to provide a greater platform to the Black churches and church-goers, 192, 225
You do right everyday by your community and your families, 225, 235
You raise children in the Light of God; I will always support your church always, 235, 250
And defend your right to worship , 250, 256
so important, 256, 258
"I am here today to listen to your message and I hope that my presence here will also help your voice to reach new audiences in our country and many of these audiences desperately need your spirit and your thought, 258, 298
I can tell you that, 298, 303
"Christian faith is not the past but the present and the future, 303, 315
Make it stronger, 315, 318
And well open it up to great great leaders like Pastor Jackson Bishop Jackson Dr, 318, 333
Jackson and so many others, 333, 338
And so many others actually sitting here, 338, 345
Darrell Scott who is phenomenal who has been with me for so long, 345, 358
So long, 358, 360
Omrosea who is a very nice person and I dont want to say that, 360, 374
Because Ill destroy her image by saying that, 374, 382
Shes actually a very very fine person and pastor, 382, 391
And I want to thank all the folks and there is somebody thats been very special to me Dr, 391, 410
Ben Carson whos been , 410, 414
Stand up Ben, 414, 417
Come here come here, 417, 421
Come here Ben, 421, 424
This is a great man and great guy, 424, 432
"So as I prepare to campaign all across the nation and in every community I will have an opportunity to lay out my plans for economic change, 432, 459
Which will be so good for Detroit and so good for this community because were going to bring jobs back, 459, 479
I will have a chance , 479, 484
Thank you, 484, 486
Were bringing them back, 486, 490
Were taking them from Mexico and everywhere else because theyre gone, 490, 501
"I will have a chance to discuss school choice, 501, 510
Its very important, 510, 513
And how to put every American on the ladder of success, 513, 524
A great education a great job, 524, 530
But today I just want to let you know that I am here to listen to you and I have been doing that, 530, 553
And we had a fantastic interview with Bishop Jackson, 553, 562
It was really an amazing interview, 562, 568
He is better than the people who do that professionally, 568, 578
I will tell you, 578, 582
Its true, 582, 584
Its true, 584, 586
Its true, 586, 588
Hes better, 588, 590
"And I didnt really know what I was getting into, 590, 600
I didnt know, 600, 603
Is this going to be nice? Is this going to be wild? Hes a great gentleman and a very smart guy, 603, 624
I just hope you dont lose him to Hollywood, 624, 633
Thats the only problem, 633, 637
And especially and especially Dr, 637, 642
Jackson she may be gone, 642, 647
Hollywood is calling, 647, 650
Look at all those television cameras back there, 650, 658
Look at all the television cameras, 658, 664
Im sorry to do that to you Bishop, 664, 672
Because its just one of those things right? "Our nation is too divided, 672, 685
We talk past each other not to each other and those who seek office do not do enough to step into the community and learn what is going on, 685, 714
They dont know, 714, 717
They have no clue, 717, 721
Im here today to learn, 721, 726
So that we can together remedy injustice in any form, 726, 736
And so that we can also remedy economics so that the African-American community can benefit economically through jobs and income and so many other different ways, 736, 762
"Our political system has failed the people and works only to enrich itself, 762, 775
I want to reform that system so that it works for you everyone in this room, 775, 791
I believe true reform can only come from outside the system, 791, 802
I really mean that, 802, 806
Being a businessman is much different than being a politician because I understand what is happening, 806, 822
And we are going outside the establishment, 822, 829
"Becoming the nominee of the Party of Abraham Lincoln — a lot of people dont realize that Abraham Lincoln the great Abraham Lincoln was a Republican — has been the greatest honor of my life, 829, 864
It is on his legacy that I hope to build the future of the Party but more important the future of the country and the community, 864, 890
"I believe that we need a Civil Rights agenda for our time, 890, 902
One that ensures the rights to a great education — so important — and the right to live in safety and in peace and to have a really really great job, 902, 933
A good paying job and one that you love going to every morning, 933, 946
That can happen, 946, 949
We need to bring our companies back, 949, 956
"It also means the right to have a government that protects our works and fights really fights for our jobs, 956, 976
I want to help you build and rebuild Detroit, 976, 985
And we can do that especially with people like Bishop Jackson and Dr, 985, 998
Jackson, 998, 999
I mean that, 999, 1002
Its been an amazing experience, 1002, 1007
