Congressman Chris Collins (R-NY) nCarl P, 0, 6
Paladino Businessman and 2010 GOP candidate for governor nSheriff Adrian "Butch" Anderson Dutchess County Congressman Tom Reed (R-NY) nAssemblyman David DiPietro (R-East Aurora) nAssemblyman Bill Nojay (R-Pittsford) nChairwoman Susan McNeil Fulton County nChairwoman Sandy King Yates County nChairman Nicholas Langworthy Erie County nChairman Mike McCormack Dutchess County nChairman Tom Dadey Onondaga County nChairman Joseph Mondello Nassau County nNew York City Councilman Joseph Borelli nOnondaga County Clerk Lisa Dell nErie County Sheriff Tim Howard nLewis County Sheriff Mike Carpinelli nChautauqua County Executive (former) Greg Edwards Christine Benedict n John Greaney n Robert Keis n Susan Tanner n Allan Hendrickson n Rodney Strange n Greg Fingar n John Folmer n Maria Kelso n Mike McCormack n Nicholas Langworthy n Susan McNeil n Sylvia Rowan n Arnaldo Ferraro n Ted Ghorra n Bill Reilich n Rosemary Smith n Joseph Mondello n Scott Kiedrowski n Peter Sobel n Tom Dadey n Courtney C, 6, 155
Greene n Edward Morgan n Fred Beardsley n Anthony G, 155, 165
Scannapieco Jr, 165, 167
n John Rustin n John Antoniello n Lawrence A, 167, 176
Garvey n E, 176, 179
Lee Davidson n nJohn LaValle n nRoger Rascoe n Douglas Colety n Sandra J, 179, 193
King , 193, 194


