" You know were getting near closing time and closing arguments in the big fight in Iowa and then in New Hampshire coming on quickly, 0, 25
Donald Trump is not going to debate on Fox tomorrow night, 25, 36
Will you debate on our debate? Will you show up?" " Look Chris what Ive said through my campaign is that I would look forward to another debate, 36, 64
I am you know anxious if we can get something set up to be able to be there, 64, 82
And so lets try to make it happen." " Well someone has to lead from the front, 82, 99
Will you be there no matter what? Will you show up and wait and see? Will you be there waiting for Bernie Sanders and Martin OMalley? Would you in other words lead the pack in showing up and committing to doing that?" " Look Im ready for the debate and I hope Senator Sanders will change his mind and join us, 99, 160
And I think the DNC and the campaign should be able to work this out, 160, 175
Ive said for — you know for a long time that Id be happy to have more debates and I hope we can get this done." " Well if he doesnt show up will you?" " Well lets hope that we can get it worked out, 175, 221
I dont want to — you know I dont want to jump the gun and create more problems for everybody trying to get this worked out so we can all come to agreement that the voters of New Hampshire and America deserve to see us you know debating before the New Hampshire primary." " So you wont be there — just a last question on this, 221, 287
You wont be there unless Bernies there." " Well Im not committing to that either Chris, 287, 303
I think we should have another debate, 303, 310
I think people want it, 310, 315
They have called for it, 315, 320
Folks have moved forward trying to get it set up, 320, 330
Weve got you know — look 24 hours in a political campaign is an eternity."  Right, 330, 346
" Weve got a little time to try to get everybody on board which would certainly be my preference."  OK you believe candidates should have the courage to face each other before the — before the caucuses in other words, 346, 386
You think you should be there and he should be there, 386, 397
" I do, 397, 400
I think that — you know I agreed we all agreed to go with the process that the DNC had set up, 400, 422
And you know Ive been saying for a while that if they come up with more debates I will be there, 422, 443
And now weve got a real live possibility and I — I personally think it would be great for the — you know the primary, 443, 468
Were moving into the caucus as you know so well on Monday."  OK.., 468, 481
 And then once we come out of there whatever happens we should agree to debate in New Hampshire, 481, 499
" In other words youre sticking to your commitment I will be there." " I will — I will debate, 499, 519
Now as I say Id want — I want all the campaigns and the DNC to agree, 519, 536
That is my preference."  OK, 536, 541
" Thats what weve tried to you know do in our side of the ledger here."  OK, 541, 558
" And Im pushing people to come to agreement so we can all get out there and debate before the New Hampshire primary."  Well this is getting very sharply worded as we get closer to the caucuses, 558, 595
The word in "The New York Times" this morning Madam Secretary is that Senator Sanders is readying an attack ad against you, 595, 617
We dont know whether hes going to use it but the language is basically that youre in hock to Wall Street because of the speaking fees youve taken from Goldman Sachs, 617, 648
