Hello Dade City! "I am so excited about being here, 0, 10
Thank you all for this really warm wonderful welcome, 10, 19
And I thank on behalf of all of us I want to thank Alicia Machado for that introduction and for sharing her story with us, 19, 44
Alicia will be voting for the very first time in this election and I am very grateful for her support, 44, 64
Im also delighted that were joined today by your great senator Bill Nelson and his wife Grace." I also want to thank Representative Amanda Hickman from the Florida State House Michael Cox chairman of the Greater Pasco Chamber of Commerce Michael Ledbetter who is the Pasco County Democratic executive committee chair and his wife Beverly, 64, 119
And thanks to retired Colonel Wilson Elton   for his pledge of allegiance, 119, 131
And thanks to all the elected officials here, 131, 139
And I especially want to thank all of you for not just joining us but helping us to get out the vote in this last week! "Its almost hard to believe isnt it? There are only seven days left in this election." So are you ready to vote? Are you ready to volunteer these last seven days? "I hope too that you ready to elect Patrick Murphy to the United States Senate! Patrick whos been in Congress will be an independent voice for Florida families, 139, 224
And I am so excited to think about what he could do because unlike his opponent hes never been afraid to stand up to Donald Trump." "Now somebody asked me the other day Why do you keep coming back to Florida? Just look around folks, 224, 269
I mean it is a beautiful and I have lots of friends but its also really important in this election, 269, 289
Florida can decide who our next president is which will affect the nation and the world, 289, 305
And I want to make sure that every voter in Florida spends these next seven days thinking about whats at stake in this election, 305, 329
Because honestly I believe this may be the most important election of our lifetimes." "One week from today we will be choosing our next president and commander-in-chief of the United States, 329, 360
I dont think the choice could be any clearer, 360, 369
I have spent my career fighting for children and families, 369, 379
I have served in the United States Senate served on the Senate Armed Services Committee, 379, 394
I was in the Situation Room when we brought Osama Bin Laden to justice, 394, 408
I represented you as your secretary of state going to 112 countries negotiating with friend and foe alike, 408, 426
I am ready to serve if you give me the great honor of being your president." Now I do have to say that I think that stands in contrast to my opponent, 426, 458
And maybe for you if you think about all of the issues that separate Donald Trump from me it could be his dangerous statements about nuclear weapons, 458, 485
"When a journalist told Donald Trump that people were worried about how casually he talks about using nuclear weapons he said Well then why are we making them?" "And I have to tell you yesterday I was in Ohio and I was introduced by a gentleman who was one of our officers in charge of launching nuclear weapons if the order ever came from our president, 485, 551
And what he told the crowd — it was a big crowd at Kent State University — I think every voter should hear, 551, 574
Basically — his name was Bruce Blair — he said that having had the responsibility of sitting in a bunker being responsible for the codes and the keys to our nuclear weapons he knows that when a president makes the order to launch a nuclear attack there is no appeal, 574, 624
There is no veto, 624, 628
And that is why he has joined with dozens of former Air Force officers to send a letter to say We need a president with the temperament the steadiness the calmness to be in charge of nuclear weapons, 628, 666
And therefore they cannot support Donald Trump because he does not have the temperament to be our commander-in-chief and handle those responsibilities." So when you think about voting early this week voting next Tuesday responsibility for our nuclear weapons is on the ballot, 666, 709
"So is immigration, 709, 712
Do we want to round up millions of people who are here working raising their families as he has suggested he will do? I dont think so, 712, 739
I think what we want is to bring them out of the shadows so that they cant be exploited by employers like Donald Trump who refused to hire Americans and hired undocumented workers so he could pay them less, 739, 778
I dont think thats right." Now maybe for some of you what Donald Trump said about prisoners of war will be enough reason to vote against him somebody who questioned the patriotism and the service of John McCain because he was a prison of war, 778, 823
We need a Commander in Chief who respects the service and sacrifice of the men and women who wear our uniform, 823, 844
"Or maybe for some of you its what he said about a judge born in Indiana who just happened to be assigned the case brought by people who were defrauded by the phony Trump University, 844, 879
And so Trump said Well we cant trust him because his parents were born in Mexico, 879, 895
Now Paul Ryan the Republican Speaker of the House called — well but wait a minute — he called what Trump said about that distinguished federal judge The definition of a racist comment." And then Trump went on to attack a Gold Star family whose son Captain Khan died defending our country simply because that family was Muslim, 895, 953
"And then lets not forget Trump spent years years insisting that President Obama was not born in the United States even after the birth certificate was produced, 953, 980
Honestly if this were something new I think wed all be asking ourselves Well what does he have against President Obama? Or what does he have against me? But this is not new, 980, 1013
I know Im reaching out to Republicans and Independents as well as Democrats because I want to be the president for all Americans." "And heres what I want you to tell, 1013, 1044
