The Donald J, 0, 3
Trump for President Inc, 3, 7
campaign officially filed its first report with the FEC revealing Q2 donations and spending, 7, 21
The FEC Statistics capture financial data from the campaign between April 2 2015 and June 30 2015, 21, 38
In total the campaign had spent approximately $1.5 million dollars as of June 30th, 38, 52
Mr, 52, 53
Trump is self-funding his campaign; however there were 1052 donations during this time period amounting to a total of $92249.33 in unsolicited donations, 53, 76
94% of the donors donated under $250.00, 76, 83
The average donation to the Trump campaign for those that donated less than $250 was $40.14, 83, 99
98% of the donations received were received on-line to the DonaldJTrump.com website, 99, 111
Mr, 111, 112
Trump loaned the committee $1.8 million and the campaign has a cash on hand balance of $487736, 112, 129
Mr, 129, 130
Trumps Campaign Manager Corey R, 130, 135
Lewandowski stated "Mr, 135, 138
Trump has surged in the most recent national polls which show him leading the crowded GOP field including the recently released USA Today/ Suffolk University poll one of several showing Mr, 138, 169
Trump as a definitive top tier choice for the 2016 Republican Presidential primary." "Mr, 169, 183
Trump will be in Laconia New Hampshire on Thursday for a rally; he will then travel to Arkansas on Friday to meet with voters at the Republican Party of Arkansass 2015 Reagan Rockefeller Dinner and will visit Iowa on Saturday where he will attend the Family Leadership Summit in Ames." Press Contact: emailxa0protected 203-273-0226 , 183, 237


