,sentence,start,end
0," ""Thank you so much! Wow it is great to be back in Cincinnati",0,60
1,What a beautiful night on the banks of this magnificent river,433,494
2,I am grateful to all of you,867,894
3,I am thrilled to be here with my dear friends Mark and Gabby and with all of you because there are just eight days left in what is the most important election of our lifetimes,1220,1395
4,"""Are you ready to work hard in this election and win it? Are you ready to send Ted Strickland to the United States Senate? Ive known Ted a long time",1608,1756
5,He is a champion for workers and families,2033,2074
6,He knows that Ohio needs more good jobs with rising wages,2415,2472
7,And he is the kind of person who will actually work to get things done breaking through the gridlock in Washington,2797,2911
8,"And this is important: unlike his opponent Ted Strickland has never been afraid to stand up to Donald Trump."" I also want to thank Mayor John Cranley and State Representative Alicia Reece and all the other elected officials including my friend the Secretary of State Alison Lundergan Grimes from across the river in Kentucky",3125,3449
9,And we are so fortunate to have two other champions for American families with us today,3690,3777
10,I am awed by the courage and commitment that both Mark and Gabby bring to their work to do everything they can to help save lives in America,4052,4192
11,You know as Gabby says every day when she goes out fight fight fight,4455,4523
12,And fight she does,4851,4869
13,She fights to make sure that we save lives and we prevent injuries and we do it together – to end the epidemic of gun violence that threatens our children our fellow men and women our country,5146,5337
14,And Gabby and Mark know something very important: there is a big majority of Americans including a majority of gun owners to stand behind and achieve commonsense gun safety measures,5567,5748
15,And I am looking forward to working with them as their partner,6051,6113
16,"""You know you go through life you go through the campaigns there are ups and there are downs",6443,6535
17,And my mother who had a really difficult life she told me something that has stayed with me and certainly has come in handy in this campaign,6815,6955
18,Everybody gets knocked down; what matters is whether you get back up,7255,7323
19,And throughout this campaign I have stayed focused on one thing: you – your lives your families the problems that keep you up at night,7636,7770
20,Because thats really what this election is all about,8083,8135
21,Its not about the noise and the distractions,8483,8527
22,"Its about what kind of country we want for our kids and what kind of president can help get us there."" I have so much that I want to do with you on behalf of Cincinnati and Ohio and America",8774,8963
23,And whether or not I get the chance to serve you really depends upon what happens in this election,9183,9281
24,"""Now earlier today I was up at Kent State a great university and I told them about some of the reasons why I think its really important to get everybody out to vote in this election",9520,9701
25,But I started by saying that theres this new email story about – why in the world the FBI would decide to jump into an election without evidence of any wrongdoing with just days to go,9891,10074
26,Thats a really good question,10343,10371
27,But I want you to know – look Ive said repeatedly I made a mistake Im not making any excuses but I will tell you this,10662,10779
28,If they want to look at some more emails of one of my staffers by all means go ahead look at them,11002,11099
