,sentence,start,end
0,"""Hello! Hello CHCI! It is so great to be back here with so many friends and to see so many young people here because that fits the theme this year: educate engage vote",0,167
1,And I cant think of better marching orders for the next 54 days,555,618
2,Cheers,993,999
3,And anyone who just heard the congresswoman knows we cannot be on the sidelines,1367,1446
4,This is the most consequential election in our lifetimes,1797,1853
5,"""I want to recognize the Institute for all you do to inspire the next generation of Latino leaders",2185,2283
6,Last year I had the chance to spend time with some of the CHCI interns and fellows,2592,2674
7,It really was like seeing the future of America in one room,2983,3042
8,I cant wait to see everything that they achieve,3363,3410
9,"And I cant wait if Im fortunate enough to be president to put some of them to work!"" ""And I want to thank all my friends in the Congressional Hispanic Caucus",3695,3852
10,You fight every single day to lift up the Latino community – when the cameras are rolling and when the cameras are off at home in your districts and here in Washington,4081,4248
11,"And no one understands better than you the pivotal moment were at right now – not just for Latinos but for our country."" ""My friends in the caucus have traveled to every battleground state registered voters",4458,4664
12,Youve stayed focused no matter what kind of outlandish and offensive comments we have heard from my opponent and his supporters,4934,5061
13,"By the way I personally think a taco truck on every corner sounds absolutely delicious."" ""Now heres a confession: Running for president is never easy but it shouldnt be right? But tonight I have the ultimate challenge: speaking after President Obama",5323,5572
14,"Hes always a tough act to follow in more ways than one."" ""I for one dont think the President gets the credit he deserves for rescuing our economy from another Great Depression",5780,5955
15,Think of what weve achieved these last eight years,6269,6319
16,American businesses have created 15 million new jobs since the recession,6706,6778
17,Twenty million Americans have health coverage – and no one has seen a bigger drop in uninsured rates under the Affordable Care Act than Latino Americans,7113,7265
18,We got more good news this week,7596,7627
19,"A report came out showing that poverty is going down and incomes for American families are going up and Latino families have seen the biggest increase of all."" ""Now that doesnt mean we rest on our laurels by any stretch",7918,8137
20,Our work is far from finished,8410,8439
21,But I am more confident than ever that our best days are still ahead of us,8761,8835
22,I believe with all my heart that the American Dream is alive and its big enough for everyone to share its promise,9115,9228
23,That doesnt mean that lots of people are still not hurting because I know they are,9521,9603
24,And when you hear a presidential candidate spewing bigotry and hate its easy to get discouraged,9919,10014
25,"But were here because we know this election is a choice between not just two people but two very different visions for our Americas future."" ""Either were going to make our economy work for everyone or just those at the top."" ""Either were going to fear our differences or embrace and celebrate our diversity."" ""Either were going to pit Americans against each other and deepen the divides or were going to be stronger together."" ""Today as you know were in the midst of Hispanic Heritage Month",10148,10638
26,"In classrooms across America children will study Dolores Huerta and Cesar Chavez Julián and Joaquín Castro Justice Sotomayor Roberto Clemente and Laurie Hernandez Gloria Estefan and Lin-Manuel Miranda and countless others – names we know and names we might not know but every one of whom has enriched this country for generations."" ""Whether youre Mexican Puerto Rican Cuban Latin American Afro-Latino whether your family just arrived or has been here since before the United States even existed cheers youre not strangers",10581,11102
27,Youre not intruders,11322,11341
28,Youre our neighbors our col-leagues our friends our families,11753,11813
29,You make our nation stronger smarter more creative,12179,12229
30,"And I want you to know that I see you and I am with you and time and again – time and again we have seen that when we invest in the community when we make it possible for Latinos to get the health care you need get the education you desire compete for jobs start new businesses pursue your dreams all of America benefits."" ""As I said this afternoon in North Carolina we are in the final stretch of this election",12357,12768
31,And I intend to close my campaign the way I began my career fighting for kids and families,12904,12994
32,Thats been the cause of my life,13303,13334
33,It will be the passion of my presidency,13676,13715
34,"So tonight I want to mention two things Ill do in the first 100 days of my administration to help families in every corner of America."" ""First we do need to create an economy that works for everyone not just those at the top",13955,14179
35,Theres something wrong when Latinos are 17 percent of our countrys population but hold only 2 percent of its wealth,14422,14537
36,Weve got to work together to connect more Latinos with good jobs that pay good wages with more opportunities to get the skills they need to go to college to launch new ventures to build wealth that can be passed on to your kids and your grandkids,14757,15003
37,"So were going to make in my first 100 days the biggest investment in new good-paying jobs since World War II jobs in infrastructure manufacturing technology innovative clean energy."" ""And were going to cut red tape and taxes and expand access to capital for small busi-nesses including the Latino-owned small businesses that create so many jobs and so much growth in communities everywhere",15105,15494
38,And I want to give a particular shout-out to Latina small business owners,15707,15780
39,Not everyone knows this but you are among the fastest-growing group of entrepreneurs in America,16154,16249
40,And were going to put families first with new solutions that reflect the way people live and work today,16599,16702
41,Supporting families with paid family leave earned sick days and affordable childcare isnt a luxury its a necessity,17048,17162
42,"When families are strong America is strong."" ""And that brings me to another important family issue",17504,17602
