,sentence,start,end
0,"""Secretary Clinton has demonstrated her skills as Secretary of State especially but by no means exclusively in helping other Asian countries counter Chinese bullying in the western Pacific",0,188
1,"""For Republicans and Democrats alike everything in national security requires clarity and steadiness whether managing nuclear weapons or balancing great power rivalries",687,855
2,Never losing sight of the national interest is key – a discipline which Secretary Clinton possesses in full measure,1227,1342
3,"""Our adversaries must never hear flippancy or ignorance in Americas voice",1744,1817
4,They should never take satisfaction from an incompetent president,2219,2284
5,Giving an incoherent amateur the keys to the White House this November will doom us to second or third class status,2670,2785
6,"""In my career Ive seen close-up what happens when American reliability falters",3121,3199
7,Its not pretty for us or for the world,3596,3634
8,There is no choice: In razor sharp contrast to her opponent Secretary Clinton is ready steady and prepared,4079,4185
9,"With a proven preference for bipartisanship she must win this election."" ",4630,4702
