,sentence,start,end
0,Today Donald J,0,14
1,Trump hosted an event to raise money for Veterans organizations in Des Moines Iowa,476,558
2,The GOP frontrunner spoke to a record crowd at Drake University and was joined by special guests including Senator Rick Santorum and Governor Mike Huckabee as well as Veterans throughout the night,1020,1216
3,Mr,1613,1615
4,Trump personally contributed $1 million dollars to the cause and raised an additional $5 million before the one-hour event concluded totaling more than $6 million dollars,2014,2184
5,Mr,2559,2561
6,"Trump stated ""Our Veterans have been treated like third-class citizens and it is my great honor to support them with this $1 million dollar contribution — they are truly incredible people",2915,3102
7,"We are going to strengthen our military take care of our Vets and Make America Great Again."" The night benefited twenty-two different organizations a number of which are Iowa based Veterans groups",3354,3550
8,Mr,3917,3919
9,Trump has been a major supporter of Veterans organizations throughout his life and has made strengthening our military reforming the VA and taking care of our great Veterans cornerstones of his campaign,4289,4491
10,"""SFC (R) John Wayne Walding who spoke during the event spent 12 years in the U",4780,4858
11,Army,5243,5247
12,He has combat deployments to both Iraq and Afghanistan,5667,5721
13,Johns awards and badges include: Silver Star Bronze Star Purple Heart Combat Infantry Badge Airborne Air Assault and the Special Forces Tab,6076,6215
14,"John participated in numerous battles during his deployments; most famous was the Battle of Shok Valley."" To make a contribution please visit  """,6596,6739
15,"A list of organizations benefitting from tonights event can be see here: "" ",7185,7259
