,sentence,start,end
0,"""My thoughts and prayers are with everyone in the path of Hurricane Matthew and my heart is broken for the victims and their families in Haiti Cuba the Caribbean and Florida",0,173
1,"""This is a serious storm and it has already caused serious damage",617,682
2,If you get an evacuation order please follow it immediately,1062,1121
3,Bring any important documents medicines and your pets with you,1501,1563
4,Listen carefully to instructions from local and national officials,1953,2019
5,And if youre not sure what to do please visitxa0 xa0for tips on staying safe,2406,2482
6,"""To all our local campaign staff volunteers and supporters: Please take care of yourselves and your neighbors – nothing is more important than that",2821,2968
7,To our extraordinary first responders and everyone working to prepare for and respond to the storm: Were so grateful for your courage and sacrifice especially in times like these,3272,3450
8,"""And to the people of Florida and the Southeast and everyone in the eye of the storm: Stay safe and know that America is with you",3710,3839
9,In times of disaster we pull together,4223,4260
10,"Well have your back every step of the way – today and in the weeks and months to come."" ",4654,4741
