,sentence,start,end
0,"""I am honored to have earned the endorsement of UNITE HERE",0,58
1,"""American workers built the greatest middle class in history by fighting for higher wages safer working conditions retirement security and the right to organize and bargain collectively",525,710
2,UNITE HERE has been on the front lines for decades fighting to raise the minimum wage and reform our broken immigration system,1108,1234
3,Theyve stood strong to protect the rights and safety of workers across the country—and theyve stood up to presumptive Republican nominee Donald Trump who personally signed a contract with a union-busting firm to try to keep UNITE HERE from organizing workers in Las Vegas,1501,1772
4,I was proud to visit with UNITE HERE workers on the picket line twice in the primary and I was even prouder when they overcame Trumps intimidation campaign and were officially certified as a union earlier this year,1946,2160
5,"""UNITE HERE knows as I do that America is stronger together",2461,2520
6,Workers rights to organize to bargain collectively to be safe on the job and to retire with dignity and security after years of hard work are fundamental to our country and to our economy,2812,2999
7,In too many statehouses across the country—and even in the halls of Congress—these rights are under concerted attack by Republicans and big corporations who have forgotten that a strong economy requires a strong workforce,3243,3464
8,If I am elected President workers will always have a seat at the table and a champion in the White House,3739,3843
9,Ill protect and build upon President Obamas executive actions on immigration and will introduce legislation to at last secure comprehensive immigration reform with a path to citizenship within my first 100 days,4195,4405
10,"And Ill always have workers backs—because when workers are strong America is strong."" ",4868,4953
