,sentence,start,end
0,Today Donald J,0,14
1,Trump announced yet another coveted endorsement with Duck Dynasty star Willie Robertson touting his support for the candidate in Las Vegas,472,610
2,Willie is an extremely popular figure in conservative circles and previously attended a rally in Oklahoma with Mr,1068,1181
3,"Trump where he praised the GOP frontrunners brash style and truthful talk in front of 25000 people."" Mr",1546,1649
4,"Trump stated ""I am truly honored to receive Willies endorsement",2004,2067
5,He is a great person has had tremendous success and a really terrific family,2408,2484
6,"He believes in my message and knows that I am the only one who will Make America Great Again!"" Mr",2788,2885
7,Trump was joined by his son Don Jr,3207,3241
8,and Willie at the Outdoor Sportsman Awards in Las Vegas Thursday night,3599,3669
9,Mr,4045,4047
10,Trump attended several events in Nevada on Thursday including a campaign rally attended by thousands of people,4424,4534
11,He continues to lead in all national and state polls including the most recent Nevada poll showing Mr,4873,4974
12,Trump with a substantial lead just weeks away from the fourth in the nation Primary contest,5312,5403
13,"Willie Robertson added ""Mr",5777,5803
14,Trump is a real leader,6233,6255
15,He represents success and strength two attributes our country needs,6694,6761
16,"Like me he is a successful businessman and family man and I endorse his candidacy for President of the United States."" ",7200,7318
