,sentence,start,end
0,"""Hello Kent State! And Happy Halloween everybody! Its great to be back in Ohio – even if even if the World Series is making life very stressful for Cubs fans everywhere.n"" I want to thank Bruce Blair for that introduction and for his service to our nation",0,255
1,I think every American should hear your story over the next 8 days before they vote,564,647
2,I also want to thank everyone who was part of the pre-program,971,1032
3,"In particular let me thank Senator Sherrod Brown such a great senator my dear friend and great congressman Tim Ryan State Representative John Boccieri State Representative Kathleen Clyde and let me thank the Kent Clarks the acapella group that sang during the pre-program!n ""My friends we are about to enter the final week of this election so I wanted to come back to Ohio one of the most competitive and consequential battlegrounds in the country to talk about whats at stake in this election",1204,1697
4,But let me start with this,1858,1884
5,Im sure a lot of you may be asking what this new email story is about and why in the world the FBI would decide to jump into an election with no evidence of any wrongdoing with just days to go,2127,2319
6,"Thats a good question!n"" ""And first of all for those of you who are concerned about my using personal email I understand and as Ive said Im not making excuses",2519,2677
7,I said it was a mistake and I regret it and now they apparently want to look at emails of one of my staffers and by all means they should look at them,2887,3037
8,And I am sure they will reach the same conclusion they did when they looked at my emails for the last year,3263,3369
9,There is no case here,3659,3680
10,"And they said it wasnt even a close call and I think most people have decided a long time ago what they think about all of this.n"" ""Now what people are focused on is choosing the next President and Commander-in-Chief of the United States of America",3921,4169
11,And did any of you see the debates? Well I think it was important because I had a chance to talk about my 30 years of public service and my plans for our country,4362,4523
12,And then people could weigh that against what my opponent has done and said,4774,4849
13,I am running against a man who says he doesnt understand why we cant use nuclear weapons,5152,5240
14,He actually said Then why are we making them? And he wants more countries to have nuclear weapons,5557,5654
15,Japan South Korea even Saudi Arabia,6013,6048
16,"Imagine nuclear weapons smack in the middle of the Middle East.n"" ""And if youre telling yourself hell surround himself with smart people wholl stop these crazy ideas remember this: When he asked who he consults on foreign policy Donald Trump said he didnt need to consult because he said and I quote I have a very good brain",6303,6627
17,He said he knows more about ISIS than our generals do,6831,6884
18,No he does not,7244,7258
19,"And of course the people Donald Trump has had around him include two men whose activities are reportedly being investigated for their ties to Russia -- Vladimir Putin and Putins allies.n"" ""So in these last days lets not get distracted from the real choice in this election and the consequences for your future",7517,7826
20,I started saying last June I believe that Donald Trump has proven himself temperamentally unfit and totally unqualified to be President and Commander-in-Chief,8035,8193
21,And Ive got to tell you I did not take any pleasure in saying that,8517,8583
22,I have known I have known for years now people who ran for President Republicans and Democrats,8928,9022
23,And I had my differences with Republicans and even with Democrats but I never doubted their fitness to serve,9336,9444
24,Donald Trump is different,9801,9826
25,"Thats as serious as it gets.n"" So today I want to talk about our national security",10189,10271
