,sentence,start,end
0, We begin with campaign 2016 and former Secretary of State Hillary Rodham Clinton who is fighting to close a double-digit gap in the polls behind Bernie Sanders in New Hampshire,0,176
1,She joins us from Manchester,608,636
2,Secretary Clinton your name came up not surprisingly in the Republican debate,1045,1122
3,"  ""Senator Marco Rubio claimed that on the question of abortion that you support abortion on babys due date",1466,1571
4,"What do you say to that?"" "" Well I think its pretty pathetic John",1902,1967
5,This is something that illustrates how Senator Rubio has been just going as far as he can to try to I guess buttress his credentials with certain parts of the Republican constituency,2232,2414
6,I have been on record for years about where I stand on making abortion safe and legal the exceptions that are appropriate that should be looked into and the very difficult choices that very few women have to confront that lead to excruciating kinds of decisions,2615,2876
7,And to begin to politicize this so early in the campaign season to try to raise the false charges and look like hes going to try to make sure Roe v,3076,3223
8,"Wade is overturned and Planned Parenthood is defunded is just a tried-and-true tactic by those on the right."" "" His charge here though is in terms of late-term abortions that you talk about medical issues but there are nonmedical abortions he would say and others who share his view would say and that youre not having any restrictions on those who would choose to have an abortion for nonmedical reasons puts you on the extreme side of this."" "" Well its just not true",3321,3789
9,People should go back read Roe v,3947,3979
10,Wade,4349,4353
11,Reasonable kinds of restrictions can be imposed as long as the life and health of the mother are taken into account and that is what the law is today,4652,4801
12,And I remember very well having a lot of incredibly difficult conversations listening to women who were told something devastating toward the end of their pregnancy who were facing horrible kinds of consequences to their health and even potentially to their life,5026,5288
13,Thats why this has to be taken into account by each individual woman by her physician and her family,5549,5649
14,But of course under Roe v,5985,6010
15,Wade there are certain guidelines,6381,6414
16,"And Senator Rubio should know that or I hope he does now.""  In the town hall the other night you said that the financial interests — quote — ""are not giving me very much money now."" But according to ""The Washington Post"" analysis donors of hedge funds banks insurance companies and other financial service firms have given you at least $21.4 million",6626,6974
17,Thats about 10 percent of what you have raised,7210,7256
18,That seems like a lot of money,7636,7666
19,""" Well thats just not the calculation that we have done",8023,8078
20,But thats somebodys analysis,8426,8454
21,Im not going to argue with it,8812,8841
22,Whats really going on here John is disturbing to me,9183,9234
23,I will be really frank with you,9599,9630
24,What the Sanders campaign is trying to do is link donations to my political campaign or really donations to anyones political campaign with undue influence with changing peoples views and votes,9945,10138
25,I have never ever done that,10460,10487
26,And I really do resent the implication or as I said the other night the insinuation,10852,10935
27,It would be like saying that President Obama who took probably more money from Wall Street than any Democrat certainly had in 2008 with his successful campaign was therefore automatically disqualified,11222,11422
28,Well in fact we know that was not true,11765,11803
29,He signed the toughest financial regulations since the 1930s with the Dodd-Frank bill,12175,12260
30,This is a very artful smear,12647,12674
31,"And Im just not going to sit and take it anymore.""  Are you saying though on these questions that people from the financial services industry have no greater access to you than anybody else? "" Im saying that I am available to and open to listening to people from all walks of life",12924,13203
32,I always have been,13440,13458
33,I always will be,13814,13830
34,But talk to the — if people want to donate to me from whatever industry they know where I stand,14124,14219
35,They know that I called them out on the mortgage market mess back in — before the great crash happened,14488,14590
36,And I always like to remind people it was not me it was Senator Sanders who voted to deregulate slots and derivatives which gave Lehman Brothers a lot of extra leverage which was one of the contributing factors to their collapse which obviously contributed to what happened in the great recession,14805,15101
37,So we can take these step by step and try to unwind them but it doesnt change the basic facts,15322,15415
38,People know where I stand,15763,15788
39,I rolled out the toughest most effective effort to rein in financial abuse of anybody in this campaign,16140,16242
40,And it goes much further than Dodd-Frank,16593,16633
41,It goes much further than restoring Glass-Steagall a 1930s efforts,17013,17079
42,It goes into shadow banking,17460,17487
43,It goes after hedge funds,17878,17903
44,It goes after carried interest loophole,18291,18330
45,Now that is full disclosure,18712,18739
46,I am on the record,19125,19143
47,"If somebody in one of these firms wants to give me money I hope they know theyre giving money to someone who is going to make sure they never wreck the economy again.""  In the debate you also said — quote — ""Senator Sanders is the only person who I think would characterize me a woman running to be the first woman president as exemplifying the establishment.""  Right",19333,19698
48,""" But isnt the experience youre — the experience youre running on gained through years of working in Democratic politics doesnt that put you in the establishment all that experience?"" "" Well I dont know",19834,20036
49,Senator Sanders has lot more time in elective office than I do,20323,20385
50,And I find that sort of an amusing contrast,20722,20765
51,Hes been elected official for 25 years far longer than I was,21082,21142
52,I think I bring a great mix of experience,21455,21496
53,And I think being a woman is a big part of how I see problems how I think about solving problems what I believe is absolutely foundational starting with children and their lives and their opportunities,21769,21970
54,On my way to Flint today to go and meet with the mayor who asked me to come because she wants to keep the national spotlight on what happened to the children in her community,22191,22365
55,And I commend her for it,22629,22653
56,So I think that the experiences I have had starting when I was in an advocate taking on the establishment going on to be first lady taking on the drug companies and the pharmacy companies taking on the financial system taking on a lot of big lobbies like the gun lobby I think that I have shown that I have got a lot of experience taking on the establishment,22843,23201
57,"And Im proud of what I bring to the table to actually be able to solve problems and get results for people.""  All right Secretary Clinton we will have to leave it there",23345,23512
58,Thanks so much for joining us this morning,23887,23929
59, Great to talk to you John,24304,24329
60,Thanks,24704,24710
