,sentence,start,end
0,Gabby Giffords and Mark Kelly on supporting each other exploring space and electing Hillary Gabby Giffords and Mark Kelly know a little something about grit courage and hard work,0,178
1,"""After surviving a near-fatal shooting while at an event in her district former Congresswoman Giffords began the long road to recovery",611,745
2,"With the support of her husband Mark Kelly a former astronaut getting better became her lifes work."" And so did taking on one of the largest best-funded special interests in Washington",1039,1223
3,"""Gabby and Mark have made it their mission to stand up to the gun lobby and bring together Americans who support commonsense gun reforms",1502,1638
4,"And right now theyre logging hours (and miles) on the campaign trail helping to elect Hillary Clinton—the only candidate in this election who has the courage and commitment to confront the epidemic of gun violence in America and deliver real solutions."" Between stops Gabby and Mark answered a few questions about standing up to the gun lobby supporting each other and what makes them hopeful",1825,2217
5, Like I said in Iowa with Hillary and Mark speaking is hard for me,2417,2482
6,Getting on stage to give a speech is not nearly as easy as it used to be,2771,2843
7,I still do hours of speech therapy each week,3144,3188
8,"And come January I want to say these two words: ""Madam President."" ""So it was important for me to talk to voters in person about why Im with Hillary: Because shes fighting for our families and for safer communities and shes the only candidate in this race with the toughness and the record to stand up to the gun lobby in The White House",3393,3730
9,"I want to make my voice heard and Im going to keep talking to voters about why Im with her.""  I admire that Hillary has always been the kind of leader who takes on the tough fights",3841,4020
10,I admire that throughout her incredible career she has always stood up for common sense and stood up to the gun lobby,4259,4376
11,While the other candidates for president seem downright terrified of the gun lobby Hillary seems fearless,4685,4790
12,"""As I like to say strong women get things done",5122,5168
13,We need more women leaders in public service and at every level of elected office,5500,5581
14,Im excited to see Hillary be the first woman in the White House,5897,5960
15,"All of us need to work hard to make sure that happens!""  The way Gabby has approached her recovery has really showed me what toughness and courage is all about",6239,6397
16,"As shell tell you her mantra has been ""move ahead."" Im just so proud of her",6654,6729
17,"""It has not been an easy road but we are both very grateful to have a second chance at service and remain focused on the progress shes made and the goals she is working toward now."" Sometimes when Gabbys getting ready to leave the house to go to a rehab appointment shell look at me on her way out the door pump her fist and say ""Fight fight fight!"" She inspires me every single day",6874,7256
18, We have a gun violence crisis that makes our country stand out in the worst of ways,7400,7483
19,And unfortunately the gun lobby and the candidates it backs seem to want to protect this dangerous status quo,7791,7900
20,We think our country has to do better—and we think we can,8215,8272
21,Our next president can continue to make the case for Congress to finally act to keep guns out of the wrong hands; they can stand up for common sense,8563,8711
22,"""Unfortunately Congress remains in the gun lobbys grip",9004,9058
23,"So if Congress wont act to reduce gun violence then we can work to have a different Congress."" ""Thats where we can all play a role: we can decide we will only support candidates at every level of elected office - whether they are running for your state legislature for governor for Congress or for the White House—who support commonsense ideas like background checks for all gun sales and have the toughness to stand up to the gun lobby",9220,9656
24,We can call our elected representatives,9846,9885
25,"And we can work hard to help put a strong pro-commonsense leader like Hillary in the White House."" "" I would ask all Americans to consider that you dont need to be a scientist to believe in science and accept the findings of the scientific community."" ""I would ask them to think about the Cold War when the Soviet Union beat us to space",10099,10435
26,When the Soviets launched Sputnik into space—becoming the first nation on earth to send an object off of our planet—we didnt deny it had happened,10605,10750
27,We didnt choose to ignore what our scientists at NASA were saying—based on the evidence—had taken place: The Soviets had put a satellite into orbit,11045,11192
28,Instead we invested in our space program in science and in discovery,11512,11580
29,And we became leaders in space exploration,11954,11996
30,"It was a huge boon to our economy to our global leadership and to our national security."" ""When it comes to our changing climate I would ask Americans to listen to our nations military; to our top intelligence officials; to our business leaders; and to the majority of the worlds scientific community."" ""And I would ask them to listen to our nations astronauts too",12219,12583
31,"Because when you see our incredible planet from 250 miles up—as it sits there floating in the blackness of space with this tiny sliver of an atmosphere protecting it—you have a pretty unique perspective on why we need to take care of it."" "" Heres what makes us hopeful and optimistic: The millions of Americans who are calling for commonsense change that makes our communities safer from gun violence."" The leaders in the states who are taking responsible to keep guns out of the wrong hands",12573,13064
32,The voters in states like Washington who passed background checks at the ballot box,13214,13297
33,"""Having a president in the White House who acted to keep guns out of the wrong hands since Congress wouldnt."" And knowing we have a candidate for president like Hillary who has the toughness to take on the gun lobby",13666,13881
