,sentence,start,end
0,Today Donald J,0,14
1,Trump received the endorsement of former U.S,491,535
2,Office of Personnel Management Director Linda M,1012,1059
3,Springer,1536,1544
4,Director Springer served as the eighth director of the office responsible for the federal government workforce,2021,2131
5,She previously was controller at the White House Office of Management and Budget,2593,2673
6,"Springer said ""I am delighted to offer my endorsement of Donald Trump for President",3066,3149
7,He is a proven leader with the strength and determination essential to address the critical challenges our country is facing,3502,3626
8,His commitment to America and repairing our ills has inspired millions,3988,4058
9,I look forward to joining with them in supporting this historic movement and the candidate who can bring a fresh perspective to Washington D.C,4409,4551
10,– Donald J,4917,4927
11,"Trump."" Mr",5359,5369
12,"Trump stated ""I am proud to have the endorsement of Director Springer",5775,5844
13,As a leader in federal government management issues she understands the need for an effective government that serves its constituents – the citizens of our country,6276,6439
14,"I welcome her input to our team."" ",6882,6915
