,sentence,start,end
0,"""I am honored to have earned the endorsement of the Communications Workers of America",0,85
1,"""For decades the CWA has connected Americans to each other—and along the way theyve helped build the American middle class",518,640
2,"""As President I will always stand with the CWA to protect workers fundamental rights to organize to bargain collectively to be safe on the job and to retire with dignity and security after years of hard work",982,1189
3,I was proud to join the CWA on the picket line this year as they stood up to Verizon and fought for a fair deal,1417,1528
4,"""And I will do everything in my power to defend American jobs and American workers",1797,1879
5,Any trade deal must meet three tests to earn my support: It must create good American jobs raise wages and advance our national security,2173,2309
6,I do not believe that the Trans-Pacific Partnership meets this high standard,2630,2706
7,Thats why I oppose the TPP — and that means before and after the election,3040,3113
8,"""Above all we must make sure unions have a seat at the table and a champion in the White House",3510,3604
9,"Because when workers are strong families are strong—and when families are strong America is strong."" ",4032,4132
