,sentence,start,end
0,Scenes from the homestretch,0,27
1,"""Hillary Clinton isnt taking a single vote for granted in New Hampshire",486,557
2,"She and supporters across the Granite State are talking to as many voters as possible—even when it means knocking on doors in a snowstorm."" Hillary and President Clinton addressed a packed house in Manchester the day before the New Hampshire primary",1016,1265
3,A quick bite and a chat in Manchester,1576,1613
4,Going table-to-table to talk to voters,2057,2095
5,(Photo via thisismichaelnyc on Instagram) Volunteers prepare campaign literature to take door-to-door,2544,2645
6,"""Some of the nations toughest hardest-working leaders came out to support Hillary: EMILYs List President Stephanie Schriock equal pay activist Lilly Ledbetter Senator Amy Klobuchar Senator Jeanne Shaheen of New Hampshire Senator Debbie Stabenow of Michigan",3019,3275
7,"Also present but not pictured: Senator Kirsten Gillibrand of New York and New Hampshire Governor Maggie Hassan."" Senator Cory Booker came from New Jersey to rally the troops at a campaign field office",3554,3754
8,Supporters in Manchester cheered as Hillary took the stage,4074,4132
9,Supporters of all ages came out in the snow to see Hillary,4506,4564
10,Hillary stopped to talk to students at New England College,4934,4992
11,"""A little snow doesnt stop #603forHRC (Photo via Hillary for New Hampshire on Facebook)"" Chris has canvassed for Hillary almost every day since September",5331,5484
12,(Photo via @ErolYaboke on Twitter) Hillary and the New Hampshire team will keep working until every last vote is cast,5846,5963
13,One way you can help: Text email or call your friends in New Hampshire and make sure they know their  ,6404,6504
