,sentence,start,end
0,"""I am honored to have earned the endorsement of the Congressional Progressive Caucus Progressive Action PAC",0,107
1,"""For 25 years the CPC has been a champion for working people and on behalf of Americans who have been left out and left behind",524,650
2,And CPC members know as I do that we are stronger together,1015,1073
3,"""We are stronger when we have each others backs",1434,1481
4,Thats why we will fight to secure universal health care raise the minimum wage and protect Americans fundamental right to vote–not corporations right to buy elections,1799,1965
5,Its why we will face up to the reality of systemic racism and fix it together,2259,2336
6,And its why we will say no to trade agreements like the Trans-Pacific Partnership that would hurt American workers and fully enforce our trade laws to protect American jobs,2636,2808
7,"""We are stronger when all our people can retire with dignity and security after years of hard work",3097,3195
8,That is why we will stand up to Republican efforts to undermine or privatize the bedrock promise of Social Security—and well fight to expand it,3491,3634
9,"""And we are stronger when we make our economy work for everyone—not just those at the top",3928,4017
10,Thats why we will fight to make college debt-free and make the kinds of investments that will create good-paying jobs with a bold plan to build 21st century infrastructure revitalize American manufacturing and combat climate change and make America a clean energy superpower,4275,4549
11,"""Progressives know that in America we dont tear each other down–we lift each other up",4860,4945
12,We believe in building bridges not walls,5417,5457
13,"And we know that America is already great—because for 240 years ours has been the story of hard-fought hard-won progress."" ",5929,6051
