,sentence,start,end
0,Good morning,0,12
1,Thank you Christine for that kind introduction,456,502
2,I also want to thank the Marcellus Shale Coalition the Ohio Oil and Gas Association and the West Virginia Oil and Natural Gas Association for inviting me to join you here today,946,1122
3,Your organizations represent tens of thousands of jobs for hardworking Americans,1506,1586
4,Let me also recognize my friend Harold Hamm,1957,2000
5,It is great to be here in Pittsburgh the Steel City,2367,2418
6,Under a Trump Administration we are going to bring back our steel jobs and we are going to rebuild this nation,2739,2849
7,Before going any further today I want to address the turmoil unfolding right now in our country,3157,3252
8,Our country desperately needs unity and it needs the spirit of togetherness that has not only got us through our toughest times – but which has lifted us up in the past to our greatest achievements as a nation,3513,3722
9,Every day I see people of different backgrounds working together for a common good and we need to bring that spirit to every part of our country – and become One American Nation united by our shared values and principles as American Citizens,3901,4142
10,"""We all have to walk a mile in someone elses shoes see things through their eyes and then get to work fixing our wounded country."" Many Americans are watching the unrest in Charlotte unfolding on their TV screens",4333,4545
11,Others are witnessing the chaos and the violence firsthand,4849,4907
12,"""Our country looks bad to the world especially when we are supposed to be the leader",5261,5345
13,"How can we lead when we cant even control our own cities."" We honor and recognize the right of all Americans to peacefully assemble protest and demonstrate",5649,5804
14,But there is no right to engage in violent disruption or to threaten the public safety and peace,6103,6199
15,Every single American in this country is entitled to live in a safe community,6539,6616
16,The violence against our citizens and our law enforcement must be brought to an end,6945,7028
17,The people who will suffer the most as a result of these riots are law-abiding African-American residents who live in these communities,7350,7485
18,It is their jobs housing markets schools and economic conditions that will suffer – and the first duty of government is to protect their well-being and safety,7781,7939
19,There is no compassion in tolerating lawless conduct,8268,8320
20,Crime and violence is an attack on the poor and will never be accepted in a Trump Administration,8667,8763
21,Our job is not to make life more comfortable for the violent disruptor but to make life more comfortable for the African-American parent trying to raise their kids in peace,9055,9227
22,For every one violent protestor there are thousands of moms and dads and kids in that same community who just want to be able to sleep safely at night,9491,9641
23,More law enforcement more community engagement more effective policing is what our country needs,9935,10031
24,Last year we saw a 17% rise in violent crime in our fifty largest cities,10362,10434
25,Homicides are up nearly 50% in Washington D.C,10797,10842
26,and more than 60% in Baltimore,11226,11256
27,More than 3000 have been shot in Chicago so far this year alone,11609,11672
28,Nationwide approximately 60% of murder victims under the age of 22 are African-American,12010,12097
29,This is a national crisis and it is the job of the next President to work with our governors and mayors to address this crisis and save African-American lives,12402,12560
30,Look at the example of Mayor Rudy Giuliani in New York,12866,12920
31,The policies he put into place ultimately brought down crime by 76 percent and murder by 84 percent,13271,13370
32,Think of how many families these policies saved from the worst heartache imaginable,13715,13798
33,We need a national anti-crime agenda to make our cities safe again,14183,14249
