,sentence,start,end
0,"""In response to Donald Trumps repeated claim that Hillary Clinton does not look presidential HFA Deputy Communications Director Christina Reynolds offered the following statement:"" ""This isnt the first time Donald Trump has had a problem looking at someone different from himself and actually seeing them",0,304
1,He questioned whether a distinguished judge could do his job because of his Mexican heritage,689,781
2,He looked at a mourning Gold Star mother and he made assumptions about her silence in grief,1125,1216
3,"He looked at an accomplished anchor and suggested she was a ""bimbo."" And he looked at a sitting president and said he wasnt American",1512,1644
4,So its not surprising that Donald Trump doesnt think Hillary Clinton looks presidential,1983,2070
5,"This cycle voters know all too well whats not presidential: Donald Trump and his narrow views and divisive rhetoric."" TRUMP: Do you know that these people went to every attorney general practically in the country that they could and did you know this case was turned down by almost every attorney general from Texas to Florida to many other states? ""TAPPER: Is it not – when Hillary Clinton says this is a racist attack and you reject that – if youre saying he cant do his job because of his race is that not the definition of racism?"" ""TRUMP: No",2180,2726
6,"I dont think so at all."" TAPPER: No? ""TRUMP: No",2813,2860
7,Hes proud of his heritage,3202,3227
8,"I respect him for that."" ""TAPPER: But youre saying you cant do his job because of that."" ""TRUMP: Look hes proud of his heritage OK? Im building a wall",3524,3674
9,"Now I think Im going to do very well with Hispanics"" ""TAPPER: Hes a legal citizen – TRUMP: Do you know why Im going to do well with Hispanics? Because Im going to bring back jobs and they are going to get jobs right now",3865,4084
10,They are going to get jobs,4317,4343
11,I think Im going to do very well with Hispanics,4661,4708
12,But we are building a wall,5043,5069
13,Hes a Mexican,5423,5436
14,Were building a wall between here and Mexico,5790,5834
15,The answer is he is giving us very unfair rulings rulings that people cant even believe,6158,6245
16,This case should have ended years ago in summary judgment,6561,6618
17,The best lawyers I have spoken to so many lawyers they said this is not a case,6947,7025
18,This is a case that should have ended,7369,7406
19,"CNN The Lead 6/3/16"" xa0Fusionxa0 xa0""every time that Trumpxa0 ."" ""Donald J",7782,7857
20,Trump belittled the parents of a slain Muslim soldier who had strongly denounced Mr,8227,8310
21,"Trump during the Democratic National Conventionxa0saying that the soldiers father had delivered the entire speech because his mother was not allowed to speak…But he added If you look at his wife she was standing there she had nothing to say she probably — maybe she wasnt allowed to have anything to say you tell me."" New York Timesxa0 ; This Week ABCxa0  @realDonaldTrump Twitterxa0  xa0 andxa0 ",8527,8920
22,"xa0""Donald Trump says hes still not convinced President Obama was born in America but that hes not interested in rehashing the issue",9100,9232
23,I dont know,9613,9624
24,I really dont know the 2016 Republican presidential candidate told CNN when asked onxa0Thursday,10039,10134
25,"I dont know why he wouldnt release his records."" The Hillxa0 xa0""Trump has been an outspoken critic of President Obama and was perhaps the most prominent voice of the birther movement which asserted erroneously that Obama was not a natural-born U.S",10418,10666
26,citizen.xa0On Monday he took a shot at the newest entrant to the 2016 Republican field Jeb Bush tweeting: Do we really need another Bush in the White House — we have had enough of them,10889,11073
27,If theres one thing Trump brings to the 2016 campaign its confidence,11341,11409
28,"Im the most successful person ever to run for the presidency by far he told The Des Moines Register in a recent interview."" USA Todayxa0  ""I just dont think she has a presidential look",11678,11861
29,And you need a presidential look,12152,12184
30,"You have to get the job done"" Trump said",12569,12609
31,"ABCxa0  xa0""CLEVELAND – TRUMP on Clinton: ""Does she look presidential fellas? Give me a break."""" Kevin Cirilli Twitterxa0  xa0TRUMP: ""Beyond that shes pledged to add another executive amnesty in violation of both congressional law and the United States constitution",12929,13192
32,These actions from Hillary Clinton will trigger a crises greater than almost anything weve seen,13510,13605
33,This will be a constitutional crisis like we havent seen in our country,13975,14046
34,In effect shes pledging to abolish the law making powers of congress and assume the powers of an imperial leader,14374,14486
35,Shes not an imperial leader is she? I dont think so,14809,14860
36,She doesnt even look Presidential to me,15215,15254
37,"She certainly doesnt."" Roast N Ride Des Moines IA 8/27/16 xa0TRUMP: ""These people are not like Oh gee I think Hillary is so great",15569,15698
38,She looks so presidential,16016,16041
39,You see her walk onto the state she looks presidential,16402,16456
40,I dont think so,16815,16830
41,I think I look presidential to be honest with you,17203,17252
42,"Honestly who do you think China would be more concerned in a negotiation with? Trump or Hillary?"" Trump Campaign Rally Fort Lauderdale FL 8/10/16 TRUMP: ""Now you tell me she looks presidential folks",17555,17753
43,I look presidential,18086,18105
44,You tell me you tell me she looks Presidential,18511,18557
45,They are just watching and theyre looking and boy theyre salivating theyre salivating theyre saying thats what we want oh thats what we want,18886,19026
46,"You know what she did and the lies that she told over and over again and her single greatest achievement because everything shes touched has turned bad."" Trump Campaign Rally Windham NH 8/6/16 @realDonaldTrump Twitterxa0  ",19405,19625
