,sentence,start,end
0,"""For eighty-one years Social Security has been America at its best",0,66
1,It reflects our shared belief that every American should be able to retire with dignity after decades of hard work,540,654
2,That no American should face poverty because he or she is disabled,1128,1194
3,That we are stronger together,1605,1634
4,"""Social Security benefits 59 million Americans today—but Republicans are relentlessly trying to attack and undermine this bedrock American guarantee",2046,2194
5,They want to cut benefits and gamble seniors retirement security on the stock market through privatization,2567,2673
6,"""And Donald Trump is no different—just look who he chose as his running mate",3074,3150
7,Mike Pence spent his time in Congress championing efforts to dismantle Social Security—and to privatize it even faster than President George W,3504,3646
8,Bush and Paul Ryan proposed,3992,4019
9,"""We cannot and we will not stand for that",4417,4458
10,When I served in the Senate I helped lead the fight against the Bush privatization scheme,4836,4925
11,Instead of cutting or privatizing Social Security we will defend and expand it,5269,5347
12,"""When President Roosevelt signed the Social Security Act into law he said it represents a cornerstone in a structure which is being built but is by no means completed",5672,5838
13,Social Security works but we can make it better,6150,6197
14,Millions of women—and men—who are widowed or who take time out of the paid workforce to raise a child or care for a sick family member are being left behind,6485,6641
15,As President Ill expand benefits to cover these hardworking Americans because no one should have to live in poverty because their spouse died or they did the vital work of taking care of a loved one,6873,7071
16,"""Social Security isnt just a program—its a promise",7475,7525
17,"And I wont stop fighting until every American shares fully in that promise."" ",7944,8020
