,sentence,start,end
0, Bernie Sanders and Hillary Clinton going at it this week as we begin this campaign in 2016 just two weeks from the Iowa caucuses,0,128
1,"""Secretary Clinton joins us now from Charleston South Carolina ahead of tonights big debate."" Good morning Madam Secretary",557,679
2, Good morning George,1067,1086
3,""" I want to get to that back and forth between you and Bernie Sanders but first the news that the American hostages from Iran are heading home this morning",1433,1588
4,Donald Trump not giving the president any credit and Marco Rubio says its going to create incentives for other U.S,1866,1980
5,"adversaries to take hostages."" Does he have a point? "" Well look Im pleased like I hope everybody is that we have American citizens coming home this morning from Iran",2258,2424
6,They were unjustly held there and I did a lot of work on these issues when Americans were being picked up falsely charged and imprisoned to get them home,2662,2815
7,"So I applaud the fact that thats happened."" ""We still dont see Bob Levinson coming home so we have unfinished questions and business still",3079,3217
8,"But I think this is a part of what were going to be pursuing—persistent patient diplomacy."" ""Todays also the day that we have verified the Iranians have followed through on the requirements under the nuclear agreement",3474,3691
9,They have shipped out the vast majority I think its up to 98 percent of their enriched uranium,3980,4074
10,They have poured cement into one of the reactors we worried about because of a plutonium potential threat,4404,4509
11,"They have destroyed centrifuges."" ""So this is the kind of smart diplomacy I was proud to be a part of in the first administration of President Obama that were just going to have to be persistent with because we have a lot of problems with Iran—their aggressive behavior their destabilizing of neighboring states their continuing military support for Assad and so much else."" ""But the fact that weve put the lid on the nuclear weapons program the fact that we got our prisoners back I think is a reason for good news."" "" Lets get to the campaign right now."" ""A strange series of events yesterday",4575,5169
12,The super PAC coordinating with you put out word that theyd be demanding to release of Bernie Sanders health records,5220,5336
13,Sanders campaign struck back calling that vile,5687,5733
14,Your campaign disavowed it,6119,6145
15,"It appeared to go away."" ""So what is relevant here and whats not?"" Should age and health be an issue in this campaign? "" Oh look you know I put out my medical records",6446,6612
16,"I think youve been around long enough to know George this is all part of the expectation."" ""But I think its fair to say that I share a lot of the same goals with Senator Sanders about what we need to do on behalf of our country",6783,7010
17,But we have differences,7250,7273
18,And thats what Im focusing on now,7633,7666
19,Were going to have a spirited debate I expect tonight in Charleston,8015,8082
20,"Certainly Senator Sanders has been pointing out differences."" And one of the issues that I have drawn a very stark contrast on has been guns",8391,8531
21,"""You know I have pointed out repeatedly because I think its a critical issue that Senator Sanders has for years voted many times on behalf of the NRA gun lobby position",8786,8954
22,And one of the most egregious of those votes was the vote to give immunity from all liability to gun makers and sellers,9211,9330
23,"Now I was happy when -""  He now supports taking that away",9614,9670
24,""" Well he flip-flopped last night said that he would sign on to a bill that is currently pending in the House and Senate to repeal that liability",9953,10098
25,And Im delighted that he has had a change of heart,10375,10425
26,"I think thats all for the good."" ""Now I hope he will take a hard look at what we call the Charleston loophole",10716,10825
