,sentence,start,end
0,Senator Jeff Sessions of Alabama released the following statement regarding Mr,0,78
1,"Trumps achievement of exceeding the 1237 delegates needed to clench the Republican nomination:"" ""I congratulate Donald Trump for his primary victory against a field of seventeen formidable candidates",552,751
2,His message resonated with millions of Republicans and new voters he brought into the Party,1159,1250
3,The American people made their voices loud and clear,1621,1673
4,They do not want more of the same,2059,2092
5,Yet as we move to the general election more of the same is exactly what Hillary Clinton offers,2445,2539
6,More failed trade deals more failed foreign adventures more lawlessness in our immigration system,2880,2977
7,Donald Trump on the other hand stood against powerful forces and the conventional thinking of a comfortable establishment to boldly declare that our country is on the wrong track that current policies are not working and that prosperity is steadily slipping away from the American people,3260,3547
8,His message of hope and prosperity has captured the imagination of millions of Republicans Democrats and Independents,3819,3936
9,His vision provides an historic opportunity to unify our people and break through old battle lines to enable the greatness of America to arise again,4279,4427
10,Donald Trump cares that working Americans are hurting he understands the policy errors that have caused it to happen and importantly he is determined to use all his strength and skill to get us on the right track again,4683,4901
11,"""There is so much that must be done – and done before its too late",5149,5215
12,Donald Trump will only negotiate trade deals that benefit America,5554,5619
13,He will execute a wise realistic foreign policy that brings peace through strength,5984,6066
14,He will finally respect and respond to the American peoples demand for a lawful immigration system that serves Americas interests,6427,6556
15,He will nominate judges of great ability who know they serve under the laws and Constitution and are not above them,6888,7003
16,He will sign legislation to repeal and replace Obamacare not veto it,7328,7396
17,He will produce a tax code that is fair to all and promotes jobs and better wages,7732,7813
18,"He will stop wasteful Washington spending and restore fiscal sanity."" ""The choice could not be clearer",8129,8231
19,A vote for Hillary Clinton is a vote for a failed status quo that for too long has put the special interests ahead of the peoples interests,8524,8663
20,"A vote for Donald Trump is a vote for American security sovereignty and prosperity."" In the coming months I look forward to working with Mr",9022,9161
21,"Trump and his millions of supporters to make America great again."" ",9590,9656
