,sentence,start,end
0,This is not a new fight for her,0,31
1,In a speech in Harlem on Tuesday Hillary Clinton laid out   to address systemic racism and expand opportunity for African Americans,490,619
2,She outlined a range of proposals—including ending the era of mass incarceration protecting the right to vote and revitalizing communities that have been left out or left behind,1054,1231
3,"""Hillarys record as an elected official speaks volumes about her commitment to racial justice.""  She introduced a bill to make it easier for every American to vote and know that their vote would count",1495,1694
4,"The   called her legislation the ""gold standard for election reform"" that would ""strike a blow against vote suppression.""  She worked to restore voting rights for those who had been convicted of a crime and served their sentences",1926,2152
5, She co-sponsored legislation to eliminate the unjust sentencing disparity between crack and powder cocaine,2466,2572
6, She fought to ban racial profiling and to help people re-enter society after being incarcerated,2962,3057
7, She worked to reform the juvenile justice system and help at-risk youth access mental health and substance abuse treatment and other delinquency prevention services,3443,3607
8, She co-sponsored legislation to require criminal background checks on purchases at gun shows and all events that sell firearms,3976,4102
9, She co-sponsored legislation to extend and reinstate the assault weapons ban,4536,4612
10," She voted against legislation that shields gun manufacturers and dealers from legal accountability when they endanger Americans—a bill the NRA called ""the most significant piece of pro-gun legislation in 20 years.""  She introduced a bill to address the disproportionate impact of environmental pollution on communities of color and a bill to keep families in public housing safe from lead poisoning",4877,5274
11, She worked with then-Senator Barack Obama on legislation to keep kids safe from lead poisoning at child care facilities,5499,5618
12, She introduced legislation to create a new fund that would address health disparities for people of color,5979,6084
13, She worked to expand and improve pre-K programs nationwide,6511,6569
14, She introduced a bill?to give historically black colleges and universities (HBCUs) grants that would help underrepresented students enter health professions,6991,7147
15, She?introduced legislation to create a $1 billion fund to help people avoid foreclosure build subsidized rental housing and support nonprofit housing developers,7552,7712
16, She defended Community Development Block Grants—which help local governments create affordable housing and public services—when President Bush tried to eliminate them from the budget,8099,8281
17, She co-sponsored or introduced bills to raise the minimum wage in every full session she served in Congress,8709,8816
18, She fought for legislation that would ensure the Small Business Administration was providing services to minority-owned businesses,9363,9493
19,"""Read more about Hillarys plan."" ",10040,10072
