,sentence,start,end
0,"""Hello Cleveland",0,16
1,Wow,407,410
2,There is nothing like being introduced by Congresswoman Marcia Fudge to get everybody going,801,892
3,I am so excited to be here what a time to be back in Cleveland,1283,1345
4,The Indians are going to the World Series,1736,1777
5,That is after the Cavs won the championship,2125,2168
6,"What a year for Cleveland you really are ""Believe Land."" Now I for one am hoping for a Great Lakes series I spent a lot of days at Wrigley field as a kid so that would be a dream come true for me to have Cleveland and Chicago in World Series and for us to win Ohio",2374,2638
7,"""I want to thank all of the people who are here today because youve heard from some great great folks",2798,2899
8,I want to thank Governor Ted Strickland our candidate to the United States Senate,3198,3279
9,"Ill tell you we could really use a Democratic senate to get things done for the people of Ohio and America."" I wanna thank Mayor Frank Jackson County Executive Armond Budish",3577,3750
10,I wanna thank my great friend from Youngstown Congressman Tim Ryan,4042,4108
11,"""And we need you all in",4487,4510
12,We need you all in,4903,4921
13,"Youre rallying together and we need to rally together because you know I really believe we are stronger together!"" Anybody watch the debate Wednesday night? Well that was the third and last time",5232,5426
14,That I will ever have to debate Donald Trump,5720,5764
15,I have now spent four and a half hours on stage with Donald proving once again I have the stamina to be president and commander in chief,6066,6202
16,Really you -- you just have to be a good cheer when you find yourself in situations like that,6465,6558
17,"""And because I love this country and I believe in the American people I could feel so clear in my own mind and my heart about what we can do together",6806,6955
18,So no matter what he was saying I just kept thinking of all the people that I have met throughout this campaign,7193,7304
19,And I had the chance to talk about some of the most important concerns on peoples minds what keeps you up at night,7560,7674
20,"And as I said then and as I have said continuously were going to invest in the middle class."" ""Were going to invest in you and your families",7917,8057
21,"Were going to make sure we produce enough good jobs with rising incomes that every single person especially every single young American here today will have the chance to go as far as your talents and your hard work will take you."" ""And were also going to protect our children from gun violence",8261,8555
22,We are not going to tolerate the kind of gun violence epidemic that has swept this country and results in the deaths of 33000 people a year,8734,8873
23,"We can come together to meet our challenges no matter what they are."" But on Wednesday night Donald Trump did something no other presidential nominee has ever done",9139,9302
