,sentence,start,end
0,Go Daytona Beach! Wow,0,21
1,Thank you,422,431
2,Thank you so much,832,849
3,"Chants of ""Hillary."" Thank you all",1250,1284
4,Wow,1685,1688
5,Thank you,2089,2098
6,Thank you,2499,2508
7,I am just thrilled to be here,2909,2938
8,"Are you Im ready to canvass? Well we need your help in these last 10 days until the election.n ""I want to thank Leslie Pearce for that introduction and her lifelong work on behalf of children",3294,3485
9,I want to thank State Representative Dwayne Taylor and Mayor Derrick Henry for being here with us,3749,3846
10,And to all of the elected officials all of the organizers and the volunteers I am thrilled to have this chance to come by and talk with you for a few minutes about whats at stake in this election because this may be one of the most important elections in our lifetimes,4052,4320
11,"And we cannot take anything or anyone for granted.n"" ""I was just over at BCU for their homecoming celebration",4528,4637
12,And a lot of people told me they had already voted but I said Get your friends,4944,5022
13,Get your family,5376,5391
14,Get everybody you know to vote because youve got early voting here in this county in Volusia County until November 5th,5728,5846
15,No excuses,6175,6185
16,Everybodys got to get out and vote,6547,6581
17,And thats what this canvass is meant to make sure we do,6925,6980
18,"Right?n"" ""Now Im sure that some of you may have heard about a letter that the FBI director sent out yesterday",7276,7385
19,Well if youre like me you probably have a few questions about it,7683,7747
20,It is pretty strange,8106,8126
21,Its pretty strange to put something like that out with such little information right before an election,8489,8592
22,In fact in fact its not just strange,8936,8972
23,Its unprecedented,9361,9378
24,And it is deeply troubling because voters deserve get to full and complete facts,9752,9832
25,And so weve called on Director Comey to explain everything right away put it all out on the table,10155,10252
26,"Right?n"" ""Now of course Donald Trump is already making up lies about this",10582,10655
27,He is doing his best to confuse mislead and discourage the American people,11001,11075
28,I think its time for Donald Trump to stop fear mongering to stop disgracing himself to stop attacking our democracy,11397,11512
29,"We cant let him get away with this can we?n"" ""Now like any campaign there have been ups and downs and ups and downs but Ive got to tell you I feel so motivated so excited so ready because Ive always stayed focused on one thing: you and your families",11720,11969
30,What I worry about are the problems that keep you up at night and Im going to stay focused on that because you know on November 9th thats whats going to matter,12140,12299
31,We cant let this election in the last 10 days be about the noise and the distractions,12547,12632
32,"Its got to be about what kind of country we want for ourselves our children and our grandchildren – and who can help take us there as your president.n""  n ""Now I think you and I agree the choice is pretty clear between a president whos ready to bring us together keep us safe and make the economy work for everyone not just those at the top and someone who is temperamentally unfit and totally unqualified for the job.n"" ""Now I promise you this: I will never stop working for you every single day as a candidate and most importantly as your president",12718,13267
33,Thats how I was raised,13395,13417
34,When I was over at B-CU I met one of the Methodist ministers because B-CU is affiliated with the Methodist Church and I felt right at home,13721,13859
35,And my mother – my mother taught me to never ever quit,14140,14194
36,Now what does that mean? Well that means everybody gets knocked down,14532,14600
37,What matters is whether you get back up,14945,14984
38,And Ive been fighting for families and underdogs my entire life and Im not stopping now,15327,15414
39,"Were just getting started.n"" ""And lets always remember what our wonderful First Lady told us: When they go low we go high",15710,15831
40,So no matter what they throw at us in these last days were not going to back down,16107,16188
41,Were not going to get distracted,16502,16534
42,Were not going to get knocked off course,16866,16906
43,Because we know how much the election matters,17252,17297
44,We know how many people are counting on us,17645,17687
45,"And thats why were going to reject Donald Trumps dark and divisive vision about America.n"" ""We are going to stick together and we are going to win on November the 8th",17985,18151
46,Right? Because Donald Trumps strategy is pretty simple,18446,18500
47,Theyve even said it in his campaign,18847,18882
48,Its to get women to stay home get young people to stay home get people of color to stay home and get a lot – get a lot of smart intelligent men to stay home too,19146,19306
49,Now this is all part of his scorched earth campaign,19551,19602
50,It goes against everything we stand for,19933,19972
51,"And you know how we stop him? By showing up with the biggest turnout of voters in American history.n"" ""We need more of everybody to vote – more women more young people more people of color more African Americans more Latinos everybody",20241,20475
52,Lets break every record that weve ever had for voting,20749,20802
53,Lets make that the story of this election,21155,21196
54,And here in Florida you can as you often have make the difference,21537,21602
55,Right Florida? If you all vote and you get everybody you know to vote if you go out and talk to people today and every day about whats at stake in this election then we will make history,21843,22029
56,We will win up and down the ballot,22280,22314
57,And I feel strongly about this because we need people in Washington who are problem-solvers not problem-makers,22644,22754
58,Thats why I hope youll vote to send Patrick Murphy to the Senate,23097,23161
59,He will be an independent voice for Florida families,23534,23586
60,"And this is important: Unlike his opponent Patrick has never been afraid to stand up to Donald Trump.n"" ""Now heres some really good news",23927,24063
61,We just reached a milestone,24409,24436
62,More than 200 million Americans are registered to vote,24823,24877
63,That is the highest number ever,25256,25287
64,And that includes 50 million young people,25664,25705
65,Thats the most in history,26091,26116
66,And you know what else? More than 16.5 million people have already voted in this election,26470,26559
67,And more than 3 million of those votes have been right here in Florida,26884,26954
68,Now you only see numbers like were seeing here in Florida when people are standing up for what they really believe in,27265,27382
69,"Americans are coming together and I know because I hear from people who are Republicans and Independents who are joining us to reject hate and division rejecting Donald Trumps demeaning treatment of women his plans to break up immigrant families and deport millions of people his lie that President Obama wasnt born in America.n"" ""Ill tell you we have learned who Donald Trump is",27563,27942
70,Now its up to us to show who we are,28141,28176
71,And the energy that we are seeing is not just about what were against its about what were for,28477,28570
72,"Its about a common vision that we share for a hopeful dynamic unified America where everyone counts everyone has a place everyone willing to work can get ahead and stay ahead where women are respected – where veterans are honored where workers are paid fairly where marriage is a right and discrimination is wrong.n"" So my friends it is not just the fact that my name will be on the ballot",28740,29129
73,Everything we care about is at stake – your future – making college affordable helping you pay back your debt – the cost of prescription drugs down – protecting and defending Social Security and Medicare from privatization and Wall Street schemes,29217,29463
74,Fighting climate change is at stake,29762,29797
75,LGBT equality is at stake,30191,30216
76,Equal pay for women is at stake,30596,30627
77,"In the end we know that American dream itself is at stake.n Now did any of you see the debates?""n  ""Yes.""n  ""Well Ill tell you I stood next to Donald Trump for three debates four and a half hours proving conclusively I have the stamina to be president and commander-in-chief",30858,31130
78,But I have to tell you he said a lot of things that were troubling,31353,31419
79,But in that last debate he said something that was truly horrifying,31744,31811
80,He is the first person of a major party Republican or Democrat ever to refuse to say he would respect the outcome of the election,32100,32229
81,Now we can think about every issue we care about but you know after attacking women and African Americans and Latinos and people with disabilities and Muslims and POWs and everybody now hes attacking the institutions of democracy,32479,32708
82,And so it comes down to this,33003,33031
83,"When your kids and grandkids ask What did you do in the 2016 election when everything was on the line I want you to be able to say you voted for a better fairer stronger America.n ""And the way were going to do that: Were going to turn everybody out",33262,33510
84,Early voting has begun right here in Volusia County,33737,33788
85,Every day from 7 a.m,34138,34158
86,to 7 p.m,34527,34535
87,until November 5th you can vote,34897,34928
88,The nearest early voting site is just one mile away from here at the Volusia County Library Center in City Island,35234,35347
89,So dont wait one more day,35638,35663
90,"Go vote and then help us get everybody else out to vote too.n"" ""Now I know – I know that weve got our canvass organizers up here",35944,36072
91,I dont want to take too much of their time because they are workers they are organized they are focused,36324,36427
92,Im so grateful to them and to you and we need you,36706,36755
93,We need you,37083,37094
94,Stakes couldnt be higher,37431,37455
95,We got to do everything we can,37786,37816
96,I dont want anybody waking up on November 9th and saying Oh I wish I had just done a little more,38102,38198
97,So help us knock on doors make phone calls talk to voters and ask them When are you going to vote? Do you know where youre going to cast your ballot? Who will you take with you? And make sure they know about early voting already begun here in Florida,38379,38629
98,And then if you need to sign up yourselves,38860,38902
99,We have signups for three more shifts between now and Election Day,39234,39300
100,And this is going to be a close election; they always are these days,39625,39693
101,And were going to win because of you because of hardworking volunteers like you,40034,40113
102,And if you know anybody thinking about voting for Donald Trump stage an intervention,40453,40537
103,"Remember friends dont let friends vote for Trump.n"" ""And think about it this way",40870,40950
104,On January 20th were going to have a new president,41299,41349
105,And Ill tell you what I will be proud to build on the progress weve made under President Obama and go even further,41650,41764
106,But I cant do any of the things that Im talking about any of the plans that I have unless you help me,42012,42113
107,So thats what Im asking you,42396,42423
108,Thats why I came to Daytona Beach today,42737,42776
109,I came to ask you to help me in these last ten days,43090,43141
110,Lets give every American a chance to chart their own future make their own contributions,43453,43541
111,"Lets build a future we can all be proud of and lets make sure we prove once and for all that love trumps hate.n"" Thank you",43905,44027
