,sentence,start,end
0,So how good is he? How good is he?  n Special,0,44
1,Special,389,396
2,He is a special man and special person,741,779
3,And he has become my friend,1124,1151
4,Oh there is a lot of people here,1496,1528
5,Whoa,1873,1877
6, n Hello everybody,2222,2239
7,Your football team is going to have a great year,2561,2609
8," n ""I watch",2921,2931
9,I watch,3267,3274
10,Youve got the quarterback youve got the whole deal,3591,3641
11,I think its going to be a very good year,3946,3986
12,""" n OK? And if you get into that Super Bowl I will be going all right?n So you know I wrote something down before and I think it is important because -- I love you too",4229,4396
13," n ""Because we need unity we have to win this election",4644,4697
14,This is truly one of the most important elections certainly in my lifetime,5008,5082
15,Because we are about to go -- we lose it we are in the wrong direction and maybe its gone,5388,5477
16,Supreme Court justices always remember that,5805,5848
17,But so many different levels and when you see what happened with crooked Hillary today it was a disaster,6166,6270
18,""" n A disaster",6585,6599
19,She had a disaster,6945,6963
20,She lies folks she lies badly,7293,7322
21, n So I want to -- I just wrote this out,7623,7662
22,I wanted to say to the group you know I had a great time when I was in Wisconsin and I did not quite eke it out,7899,8010
23,I thought I was going to but after that it worked out well,8259,8317
24,"You built me up you taught me about politics.n ""And when I left here I said I think Ive learned a lot",8563,8664
25,""" n ""So I love it",8958,8975
26,I love the people,9302,9319
27,I have many friends in Wisconsin,9641,9673
28,And theyre -- theyre incredible people,9987,10025
29,Youre incredible people I have to tell you that,10321,10368
30,""" n ""And were going to have a lot of fun",10661,10701
31,We are going to have a lot of fun but I had to write this,10993,11050
32,This campaign is not about me or any one candidate,11309,11359
33,It is about America,11649,11668
34,""" n ""It is time for a change",11962,11990
35,We need a change,12304,12320
36,A real change not an Obama change,12646,12679
37,We dont need an Obama change,13013,13041
38,We have had enough,13372,13390
39,It is time to change a rigged political system that works only for the insiders and replace it with a government that serves the people,13683,13818
40,""" n ""Have to do it",14116,14134
41,And know both sides,14475,14494
42,Ive been on the other side,14844,14870
43,Believe me,15235,15245
44,I actually like this side better; this is a movement,15590,15642
45,"This is a movement like they may be have never seen in this country according to even the political pundits that truly hate me OK? This is a -- they -- oh this is a movement that some say most say is one of the great phenomenons that theyve ever seen in politics.n"" ""Some say its the single greatest phenomenon",15835,16145
46,""" n ""Though the media doesnt want to talk about it we have done something -- we",16339,16418
47,All of us together,16770,16788
48,Im a messenger; Im only a messenger,17161,17196
49,We have done something truly historic together standing before you as nominee for president and Im not a politician proudly,17514,17637
50,""" n ""Im not part of the system",17952,17982
51,I ran against the system and Im probably better off running against the system,18315,18393
52,""" n ""I ran against the donors",18710,18739
53,Im my own donor essentially,19060,19087
54,I have a lot of money under this deal,19405,19442
55,This is a very expensive crisis I want to tell you,19754,19804
56,""" n ""I funded -- as you know I funded the primaries",20101,20152
