,sentence,start,end
0,"Hillary Clinton released the following statement in response to receiving the  endorsement of Gabby Giffords and Mark Kelly : ""As an admirer of their courage in the face of incredible odds their service to the country that they love and their commitment to ending the epidemic of gun violence I am humbled to receive the endorsement of these American heroes",0,356
1,"""Gabby and Mark know too well what is at stake in this debate and in this election",595,677
2,Three Americans die every hour we dont act,1006,1048
3,90 die every day,1423,1439
4,33000 die every year,1850,1870
5,We cannot accept this as normal,2276,2307
6,Gabby and Mark certainly do not,2703,2734
7,Since being shot and partially paralyzed five year ago Gabby has worked tirelessly for progress—founding Americans for Responsible Solutions traveling across the country to tell her story and promote commonsense gun safety laws launching a bipartisan coalition in New Hampshire to prevent gun violence and fighting in support of President Obamas recent executive actions,3027,3397
8,Through it all Mark has been by her side—as her partner her champion and her biggest fan,3639,3727
9,"I am honored to join them in their fight for common sense gun reform.xa0 ""As President Obama said last week we must hold our leaders accountable for continuing to put the interests of the gun lobby ahead of the safety of American families",3972,4210
10,And that starts with electing a president,4500,4541
11,We need a president who would never vote against common sense background checks,4926,5005
12,We need a president who will hold gun makers and sellers accountable not provide them with sweeping immunity from lawsuits,5342,5464
13,We need a president who will keep guns out of the hands of dangerous felons not create loopholes that allow shooters like the one in Charleston to buy guns,5759,5914
14,We owe that to the countless families who have lost loved ones,6309,6371
15,We owe that to all Americas children,6783,6819
16,"We owe that to Gabby and Mark."" ",7231,7262
