,sentence,start,end
0,"""Theres a story behind this unusual campaign stop."" Three days after announcing she was running for president Hillary Clinton met a young man named Bryce Smith who owns a bowling alley in Adel Iowa",0,197
1,He told her a story that stuck with her: The bowling alley has been a community gathering place in Adel since 1957,562,676
2,Bryce worked there part time for years before he had the opportunity to purchase it as a fresh college graduate of the University of Northern Iowa,949,1095
3,And although Bryce is thrilled to be a new small-business owner—doing something he loves—he also has nearly $40000 of student debt to repay,1386,1525
4,In fact his student loans are his biggest business expense,1861,1919
5,""" New college graduates they may not want to go to big corporations for 10 15 20 years before they start their business",2239,2358
6,A lot of us have ..,2659,2678
7,fresh ideas that we want to do now and we have the motivation too,2997,3062
8,..,3388,3390
9,"So thats my biggest thing is the barrier of entry and financing."" "" This is a really important point",3717,3817
10,We all know about the student loan debt but Ive never heard anyone so persuasively link it to the slowdown in business startups,4103,4230
11,..,4578,4580
12,weve got to tackle this student debt problem,4955,4999
13,..,5378,5380
14,"Youve given me an insight that nobody else has."" ""As promised Hillary came to Bryces bowling alley in Adel to talk about what we can do to help young people achieve their dreams—and that includes "" ",5696,5893
15," ""Bryces story is so touching"" Hillary said",6180,6222
16,"""This is the community where he grew up this is where he worked as a young man high school and college and he cared so much about what this business provided to Adel",6512,6677
17,..,6972,6974
18,He was describing his dream of someday owning it and then getting his chance to try to do that and what he wanted to build because of it,7281,7417
19,"That is the American Dream."" ""Thats the basic bargain of America: You work hard you do your part you can get ahead and stay ahead",7656,7785
20,But were making it awfully hard today—and particularly for young people—because whats happened is so many young people are ..,8075,8200
21,"not getting on those first rungs of the opportunity ladder and its made doubly hard if they are burdened by student debt.""  Hillary will fight to make sure every young person has the chance to follow his or her dreams",8550,8766
