,sentence,start,end
0,"""I join Americans in praying for the victims of the attack in Orlando their families and the first responders who did everything they could to save lives",0,153
1,"""This was an act of terror",556,582
2,Law enforcement and intelligence agencies are hard at work and we will learn more in the hours and days ahead,952,1061
3,For now we can say for certain that we need to redouble our efforts to defend our country from threats at home and abroad,1336,1457
4,That means defeating international terror groups working with allies and partners to go after them wherever they are countering their attempts to recruit people here and everywhere and hardening our defenses at home,1735,1950
5,It also means refusing to be intimidated and staying true to our values,2262,2333
6,"""This was also an act of hate",2711,2740
7,The gunman attacked an LGBT nightclub during Pride Month,3112,3168
8,To the LGBT community: please know that you have millions of allies across our country,3508,3594
9,I am one of them,3941,3957
10,We will keep fighting for your right to live freely openly and without fear,4307,4382
11,Hate has absolutely no place in America,4726,4765
12,"""Finally we need to keep guns like the ones used last night out of the hands of terrorists or other violent criminals",5082,5199
13,This is the deadliest mass shooting in the history of the United States and it reminds us once more that weapons of war have no place on our streets,5472,5620
14,"""This is a time to stand together and resolve to do everything we can to defend our communities and country."" ",6018,6127
