,sentence,start,end
0,Today Donald J,0,14
1,Trump unveiled his first campaign ad which will air in the early states of Iowa and New Hampshire beginning Tuesday January 5th,424,551
2,Mr,961,963
3,Trump will be spending at least $2 million dollars per week with $1.1 million allocated to TV in Iowa and close to $1 million spent on TV in New Hampshire,1352,1506
4,Mr,1834,1836
5,"Trump said ""I am leading in every poll by wide double digit margins",2200,2267
6,We have tremendous crowds incredible support from all over the country and I am $35 million dollars under budget,2574,2686
7,We have spent the least amount of money and have the best results and this is the kind of thinking the country needs,2976,3092
8,"I am very proud of this ad I dont know if I need it but I dont want to take any chances because if I win we are going to Make America Great Again."" ""The initial ad focuses on the key issues of Mr",3275,3470
9,Trumps campaign including national security illegal immigration and his vision to Make America Great Again,3722,3828
10,Mr,4207,4209
11,Trump has previously run radio ads in the first three primary states and will continue to do so with a new radio ad also premiering this week featuring Kathryn Gates-Skipper the first female Marine to serve in combat operations,4536,4763
12,Kathryn endorsed Mr,5070,5089
13,"Trump at his Sarasota rally in November."" Also airing this week is a new radio ad in South Carolina featuring Nancy Mace the first female graduate of The Citadel",5439,5600
14,Mr,5953,5955
15,Trump continues to lead all national and state polls and will travel to         multiple stops in   and Reno Nevada for rallies this week,6382,6509
16,Please visit DonaldJTrump.com to view the ad which can be seen here: ,6936,7004
