,sentence,start,end
0,Today Donald J,0,14
1,Trump for President Inc,455,478
2,announced four new hires and a new office Georgia where Mr,919,977
3,Trump has had tremendous crowds and continues to lead all state polls by double-digits,1418,1504
4,Mr,1945,1947
5,"Trump says ""The people of Georgia are incredible and the response to my message has been amazing",2367,2463
6,"We have built a great team and with their help we will Make America Great Again!"" Ryan Caudelle Deputy Director oversees the statewide political operation and administration",2783,2956
7,He has an MBA and previously worked at Barclays and has experience working for Georgia Governor Nathan Deal and Congressman Jack Kingston,3280,3417
8,Charlice Byrd Field Coordinator oversees the North Georgia Field Operations,3826,3901
9,She is a former State Representative graduate of the Coverdell Leadership Institute and veteran of several national state and local campaigns and was selected as one of the Top 25 Most Influential Asians in Georgia by  ,4238,4455
10,Gary Wisenbaker Field Coordinator oversees the South Georgia Field Operations,4778,4855
11,He has a Juris Doctor and has been active in Georgia politics since his days as Georgia Young Republican Chairman in 1986,5198,5319
12,He is a former appointee to the Georgia Student Finance Commission by Governor Sonny Perdue and veteran of several state and local campaigns,5639,5779
13,Jeanne Seaver Grassroots Coordinator oversees the statewide grassroots operation volunteer onboarding and coalition outreach,6156,6280
14,She is the co-founder of the Savannah TEA Party and President of the Georgia Grassroots Coalition and veteran of Republican grassroots activities,6666,6811
15,She is also a graduate of the Coverdell Leadership Institute former Chatham County Co-Chair for David Perdue for U.S,7166,7282
16,Senate and Chair for Herman Cain for President,7673,7719
17,Additionally the campaign has opened a Georgia Headquarters in Cobb County at 1000 Circle 75 Parkway Suite 700 Atlanta GA 30339 and will be hosting a Grand Opening Saturday January 9th at 10:00 a.m,8111,8308
18,The Georgia Trump campaign is led by State Director Brandon Phillips,8773,8841
