,sentence,start,end
0,"""Every time Donald Trump opens his mouth he makes it even more clear that he doesnt have the qualifications or the temperament to be our Commander-in-Chief",0,155
1,His interviews this morning were especially revealing and even unhinged at times,621,701
2,"""He once again claimed that he cant share his great foreign policy ideas because he wants unpredictability",1117,1223
3,He aggressively defended his Muslim ban,1615,1654
4,He lied about his own record claiming he opposed the Libya intervention and Iraq War -- both of which he supported at the outset,2004,2132
5,And he demonstrated once again his dangerous penchant for going ballistic on anyone who disapproves of his proposals,2454,2570
6,Rather than taking seriously criticism from former Secretary of Defense Robert Gates -- one of Americas most well-respected foreign policy minds -- Trump responded with a long tirade attacking Gates,2895,3093
7,"This is the same petulance that was on display when he recently cast doubt on our special relationship with the UK simply because David Cameron and London Mayor Sadiq Khan criticized his proposed Muslim ban challenging the latter to an IQ test."" This is not how presidents behave",3306,3585
8,We cant afford to have a Commander-in-Chief who has no understanding of foreign policy who has no coherent agenda and who wants to go to war every time someone says a mean thing about him,3785,3972
9,As Hillary Clinton said yesterday Donald Trump is simply not qualified for the job he seeks,4246,4337
10,This is not about ideology -- its about responsible leadership,4743,4805
11,"Anyone who is serious about our national security regardless of their party should not stand with Donald Trump."" xa0 xa0 xa0 xa0 xa0 xa0 ",5231,5367
