,sentence,start,end
0,Thank you,0,9
1,I am so happy to be back here in Columbus,404,445
2,Make sure you request your absentee ballot to vote by mail,840,898
3,And remind your friends and family to do the same,1293,1342
4,We are now 26 days away from the most important election of our lifetimes,1725,1798
5,"""And weve only begun to fight."" If we win we will create a booming and thriving economy for young Americans",2117,2224
6,We will create safe communities lower taxes leaner government affordable childcare and healthcare and a government that is honest and decent and fair,2544,2693
7,We are the campaign of change,3057,3086
8,We will deliver jobs opportunity and justice for future generations,3485,3552
9,"""Ive wanted this race to be about the issues",3928,3972
10,But the Clinton Campaign has refused to discuss the issues,4328,4386
11,"They only place they want to go is the gutter."" So they have slandered and libeled me with false accusations – but we will not let these lies distract us from our campaign",4673,4844
12,In an earlier speech today I addressed the fact that I was falsely accused,5112,5186
13,It is disgraceful that you can have front page articles in the New York Times inventing false claims without any evidence any witnesses anything at all,5483,5634
14,I want to talk about the policies affecting our lives and your future,5950,6019
15,Right now our government has been taken hostage by global special interests that will stop at nothing to drain every last ounce of wealth from this country for their personal benefit,6331,6513
16,The greatest weapon wielded by the Clinton Machine is the media,6837,6900
17,The WikiLeaks emails show that the Clinton Machine and the Corporate Media are one in the same – they collaborate and conspire together,7249,7384
18,This Washington establishment will stop at nothing to stop all of us,7712,7780
19,These are the people who have given us decades of endless wars producing only death and bloodshed but no victory,8104,8216
20,These are the same people who have flung our doors open to Radical Islam putting us on the same path to France of multigenerational struggles with violence and extremism embedded in our communities,8489,8686
21,"""These are the people whove allowed violent international cartels to invade our country and prey on our most vulnerable citizens",8992,9120
22,"Victims like Marilyn Pharis raped by an illegal immigrant with a lengthy criminal record and beaten to death with a hammer."" ""These are the people whove let drugs pour into our country and poising our children."" These are the people who emptied the jobs out of Ohio Pennsylvania Michigan and North Carolina and shipped them to other countries",9327,9669
23,"""The political powers trying to stop us are the people whove stripped the jobs form our inner cities trapped millions of African-Americans and Hispanic-Americans in impoverished crime-besieged neighborhoods and left 70 million American women and child in poverty or near the brink of poverty."" ""At the center of this assault on American prosperity is the Clinton Machine",9769,10139
