,sentence,start,end
0,Thank you,0,9
1,"""Id like to thank Chairman Jeff Miller for his leadership on behalf of those who have served this country in military uniform and for working with our campaign on developing real solutions for our great Veterans."" Before going further today however I would first like to address the contributions of another group who serve this country in uniform: the men and women in blue",445,819
2,Our Police Officers rush into danger every day to protect our communities and they often do it thanklessly and under relentless criticism,1018,1155
3,They save thousands of lives every year perform countless public services every day and yet their names will likely never appear in a single headline or media report,1452,1617
4,"""But I want our nations police to know "" ",1938,1978
5,The attack on our Dallas police is an attack on our country,2323,2382
6,Our whole nation is in mourning and will be for a very long time,2697,2761
7,"""Yet weve also seen increasing threats against our police and a substantial rise in the number of officers killed in the line of duty."" ""Americas police and law enforcement personnel are what separates civilization from total chaos – and the destruction of our country as we know it."" We must remember the police are needed the most where crime is the highest",2969,3328
8,Politicians and activists who seek to remove police or policing from a community are hurting the poorest and most vulnerable Americans,3507,3641
9,It is time for the hostility against our police and against all members of law enforcement to end –  ,3952,4051
10,We went through an ugly chapter in our history during Vietnam when our troops became the victims of harassment and political agendas,4366,4498
11,For too many police today that is their daily reality,4825,4878
12,At the same time the tragic deaths in Louisiana and Minnesota make clear the work that must be done to ensure every American feels that their safety is protected,5193,5354
13,We were all disturbed by the images we saw,5660,5702
14,We must discuss as well the ongoing catastrophe of crime in our inner cities,6062,6138
15,According to the Chicago Tribune there has already been more than 2000 shooting victims in Chicago this year alone,6492,6606
16,This epidemic of violence destroys lives destroys communities and destroys opportunity for young Americans,6975,7081
17,Violent crime has increased in cities across America,7487,7539
18,"The New York Times described ""a startling rise in murders"" in our major cities",7949,8027
19,Brutal drug cartels are spreading their reach into Virginia and Maryland,8419,8491
20,Too many Americans are trapped in fear violence and poverty,8859,8918
21,Our inner cities have been left behind and I am going to fight to make sure every citizen of this country has a safe home safe school and safe community,9220,9372
22,We must maintain law and order at the highest level or  ,9661,9715
23,Hillary Clinton on the other hand is weak ineffective pandering and as proven by her recent email scandal which was an embarrassment not only to her but to the nation as a whole she is either a liar or grossly incompetent,9979,10200
24,Personally I think she is both,10466,10496
25,"""Not only am I the law and order candidate but I am also the candidate of compassion",10832,10916
26,But you cant have true compassion without providing safety for the citizens of the United States,11235,11331
