,sentence,start,end
0,"""Since 1977 the Association of Professional Flight Attendants has represented nearly 25000 flight attendants of American Airlines",0,129
1,Through its relentless advocacy and activism APFA has fought to create better and fairer working conditions both on the ground and in the skies,599,742
2,And Im proud to have earned their endorsement,1150,1195
3,"""APFA understands whats at stake in this election",1588,1637
4,Donald Trump supports a tax system rigged for the rich and powerful,2001,2068
5,And we just learned hes likely been exploiting that system to avoid paying taxes for years – even though hes argued that wages for hardworking Americans are too high,2396,2561
6,"""Trump personally hired a union-busting firm to keep workers at his Las Vegas hotel from organizing",2869,2968
7,He even opposes policies that would make it easier for Americans to balance work and family like guaranteeing paid leave for all families,3295,3432
8,And he has said that women can earn the same as men only if they do as good a job,3733,3814
9,"""In a Clinton-Kaine Administration working families will always have a champion in the White House",4133,4231
10,Well reject bad trade deals like the Trans-Pacific Partnership stand up to attacks on workers and fight back against to discriminatory policies,4558,4701
11,"Im so grateful to APFA for their support and I look forward to having their spirit and experience at my side as we build an economy that works for everyone not just those at the top."" ",5083,5266
