,sentence,start,end
0,As a longtime admirer of her both personally—her ability to achieve that ever elusive white whale known as work-life balance as both a politician and a mother—and professionally (her track record of taking a stand for women and children) I was determined to be useful in any way I could,0,286
1,"""I imagined this might take the form of a cheeky straight-to-camera endorsement or maybe an amusing T-shirt design but I never imagined I would be traveling to four or more cities a day to spread the word on why I vote why you should too and why Im supporting Hillary Clintons bid for the presidency",481,780
2,"But when the lady asks I answer and I found myself heading to Boston with a massive torn garment bag (shout-out to the dude at Chicago OHare airport who taped it up!) and a much-practiced speech in my shaking hands."" ""I want to start this recap the way I started the remarks I delivered in Boston; Manchester New Hampshire; Portsmouth New Hampshire; Chicago; Iowa City; and Des Moines Iowa: by saying that involvement in politics came late for me",816,1262
3,I didnt seize the opportunity to vote when I turned 18,1454,1508
4,"Rather I had to be urged to give a darn about the electoral process in our country.?"" ""It was my friend Audrey Gelman who worked on Hillarys 2008 campaign as a junior press aide who told me point-blank in 2012 that if I didnt use my platform to talk about what mattered to me then I was basically voting for Mitt Romney",1701,2020
5,And especially as women who we vote for matters just as much as the issues we rally around,2194,2284
6,""" So it was only fitting that Audrey join me on this trip often reminding me to reapply lipstick pull up my tights and carry my remarks in my purse",2538,2685
7,I thank her for encouraging me to pursue this incredibly gratifying aspect of my life,2960,3045
8,"""A little more background: For those of you who dont know I interviewed Secretary Clinton for the inaugural issue of ""  and that opportunity to speak with her for an hour about both the personal and the political really informed the words I shared with the young people—mostly young women—who I met during this whirlwind 48 hours",3266,3594
9,My first stop was Boston where I had the opportunity to speak to a group of Hillary supporters—most notably Barbara Lee a woman who has   make their way to office,3771,3931
10,Her aim is to research the roadblocks that keep women out of office and also to get a diverse range of female senators governors—and yes presidents—elected so the ratio of women to men in government can actually reflect our population.? Barbara also has my heart for another reason: She collects modern art by women including a piece by my mother (of a dancing little cake!) that hangs in her front hallway and she has made generous donations from her collection to the Boston Institute of Contemporary Art,4015,4521
11,"""This event is where I linked up with Abby Wambach the remarkable (and recently retired) U.S",4651,4743
12,womens soccer star,5116,5134
13,She has the potential to be a cult religious leader thats how charismatic she is,5518,5598
14,"Glad shes using her powers for good and stumping."" In New Hampshire I executed a quick outfit change then zoned out on the nearest sofa",5913,6048
15,Abby caught this picture of me in a position that is very natural to me—reclining like a stressed snail,6338,6441
16,"""After that Abby and I parted ways: She continued through New Hampshire (miss you Abby) and I stopped in Manchester before catching a plane to Chicago",6733,6883
17,The Chicago event was delightful and not only because I met the mother and daughter behind the famous Elis Cheesecake,7180,7297
18,"They sent Audrey and me not one but FIVE cheesecakes.?"" Here Audrey is celebrating this historic win in our hotel room",7612,7730
19,Iowa was next starting in Iowa City where I had lunch with a lovely woman named Sarah who talked frankly with me about her range of concerns as a soon-to-be mother of two   a Creative Commons lawyer and an Iowan,7970,8179
20,She also helped me wrap my head around the caucus process which is complex old-school and really instills a unique sense of political responsibility in the Iowans I met.? At the end of our journey Audrey bought and presented me with the book Caucus Chaos both a souvenir of our time and something I should read so that I can look incredibly smart at cocktail parties,8297,8663
