,sentence,start,end
0,Donald J,0,8
1,"Trump has just announced he has honored the pledge he made on May 13 2016 when he stated ""I have absolutely no intention of paying myself back for the nearly $50 million dollars I have loaned to the campaign",435,642
2,"This money is a contribution made in order to Make America Great Again."" Mr",1009,1084
3,Trump has fully extinguished (terminated) this loan per his commitment,1446,1516
4,Therefore he has personally invested in excess of $50 million dollars in the future of our country,1878,1976
5,Unlike the all talk no action politicians that have failed the American people for far too long Mr,2316,2414
6,Trump is not beholden to the special interests that have corrupted Washington D.C,2757,2838
7,Mr,3247,3249
8,Trump will continue to put America and our people first,3677,3732
9,After self-funding his primary election Mr,4144,4186
10,Trump and the campaign have assembled an exceptional fundraising operation which in recent days has been overwhelmed with contributions for the Republican Party,4580,4740
11,Mr,5222,5224
12,Trump will continue to ensure the campaign has all of the resources necessary to defeat Crooked Hillary Clinton and the Democrats in November,5706,5847
