,sentence,start,end
0,Today Donald J,0,14
1,Trump for President Inc,490,513
2,announced campaign staffer and longtime Trump confidant has been named Director of Social Media for the Trump Campaign,989,1107
3,Scavino joined the campaign last spring and has since managed the campaigns social media efforts working directly with Mr,1583,1704
4,"Trump to strategize and execute all social content."" Trump Campaign Manager Corey Lewandowski said ""We are pleased to announce Dans promotion",2070,2211
5,He is a real asset that provides tremendous value as Mr,2598,2653
6,"Trump continues to change the political landscape with his unprecedented influence on social media channels among other tactics."" ""Mr",3050,3183
7,Trump continues to dominate social media channels with over 13000000 followers a larger audience than all the other candidates combined,3580,3715
8,His current social media followings include Twitter 6125000 Facebook 5675000 and Instagram 970000,4226,4323
9,You can follow Mr,4834,4851
10,"Trump and the campaigns activities via @RealDonaldTrump."" ",5362,5419
