,sentence,start,end
0,Clean water is not a luxury—it is a basic human right,0,53
1, the people of Flint Michigan complained that their water was murky that it smelled bad that bathing in it gave them rashes—and for two years they were told they were wrong and that their water was safe,473,674
2,I traveled to Flint last weekend at the invitation of Mayor Karen Weaver to talk with residents and community leaders,979,1096
3,"""The people I met were passionate thoughtful and tireless—one 6 year old came to our meeting and his mom spoke about how shed tried so hard to shield her son from the ills of the world only to learn shed been giving him baths in poisoned water."" What happened in Flint is the cruelest kind of indifference and an affront to what we stand for as a nation",1262,1615
4,The children of Flint are just as deserving of bright futures as the children of any other community,1782,1882
5,And today those children need our help,2219,2257
6,If you can please chip in to support the Flint Child Health & Development Fund which is working to provide health care and educational support to families in Flint affected by this crisis,2567,2754
7,We know that lead poisoning can affect kids for their whole lives so 100 percent of your donation will help provide ongoing services for the next 20 years to the most vulnerable families in Flint: We need to keep talking about Flint and we need to make sure that every child in this country can grow up to reach his or her God-given potential—no matter where they come from the color of their skin or how much money their parents make,2858,3292
8,Thank you for standing with me in this fight and so many others,3512,3575
9,Thank you for doing your part to help the children of Flint,3969,4028
10,With deep appreciation Hillary ,4422,4452
